Id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2utslipp,AntallSeter,Karosseri,AntallDører,AntallEiere,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
1395,342283173,2014,179000,Automat,Diesel,Grå,Firehjulsdrift,177,2.0,1820,159,5,SUVOffroad,5,2,Personbil,2000,215000
1396,342275333,2014,135000,Automat,Diesel,Grå,Bakhjulsdrift,170,2.1,1770,140,5,Stasjonsvogn,5,4,Personbil,2100,259000
1397,342410847,2015,132232,Automat,Diesel,Grå,Firehjulsdrift,163,2.0,1840,127,5,Stasjonsvogn,5,4,Personbil,2000,239000
1398,342214683,2013,185313,Automat,Diesel,Grå,Firehjulsdrift,150,2.2,1495,144,5,SUVOffroad,5,1,Personbil,2000,70000
1399,342177940,2013,229910,Manuell,Diesel,Hvit,Firehjulsdrift,184,2.0,1575,133,5,Stasjonsvogn,5,3,Personbil,1600,199900
1400,342167105,2013,200000,Automat,Diesel,Brun,Firehjulsdrift,177,2.0,1820,159,5,SUVOffroad,5,3,Personbil,2000,159305
1401,342333858,2022,13695,Automat,Diesel,Grå,Forhjulsdrift,131,1.5,1473,154,3,Kasse,5,1,Varebil,1000,319000
1402,342292015,2022,68000,Automat,Diesel,Svart,Firehjulsdrift,150,2.0,2092,213,3,Kasse,5,1,Varebil,2500,478000
1403,342279343,2022,38422,Automat,Diesel,Svart,Firehjulsdrift,204,2.8,2140,256,2,Kasse,5,1,Varebil,3000,649000
1404,342451070,2020,108400,Automat,Diesel,Sølv,Firehjulsdrift,163,1.9,1910,205,2,Pickup,4,1,Varebil,3500,339000
1405,255402472,2020,32000,Automat,Bensin,Blå,Firehjulsdrift,280,2.0,1530,194,5,Sedan,4,1,Personbil,1600,649868
1406,342370581,2020,69000,Automat,Diesel,Blå,Firehjulsdrift,258,3.0,2053,232,2,Pickup,4,1,Varebil,3500,509000
1407,342357892,2020,58570,Automat,Diesel,Rød,Forhjulsdrift,131,1.5,1430,129,5,Stasjonsvogn,5,1,Personbil,1500,289500
1408,342325867,2020,24000,Automat,Diesel,Svart,Forhjulsdrift,170,2.0,1815,199,3,Kasse,5,1,Varebil,1650,268000
1409,342320691,2020,56200,Automat,Diesel,Svart,Firehjulsdrift,150,2.0,1932,192,2,Kasse,4,1,Varebil,2500,559000
1410,342309942,2020,72400,Automat,Diesel,Blå,Firehjulsdrift,190,2.0,1615,151,5,SUVOffroad,5,2,Personbil,2000,379900
1411,342298515,2020,37000,Automat,Diesel,Svart,Firehjulsdrift,190,2.0,1615,150,5,SUVOffroad,5,1,Personbil,2000,440000
1412,342287289,2020,84827,Automat,Diesel,Grå,Firehjulsdrift,150,2.0,1881,212,3,Kasse,4,1,Varebil,2500,409000
1413,342285944,2020,105600,Automat,Diesel,Svart,Firehjulsdrift,150,2.0,1661,155,2,Kasse,5,1,Varebil,1450,299000
1414,342276796,2020,52400,Automat,Bensin,Rød,Forhjulsdrift,100,1.2,1090,133,5,KombiFemdørs,5,1,Personbil,1200,209000
1415,342218304,2020,56000,Automat,El+Bensin,Sølv,Forhjulsdrift,170,1.8,1290,103,5,Stasjonsvogn,5,2,Personbil,750,249800
1416,342198503,2020,132000,Automat,Diesel,Svart,Firehjulsdrift,190,2.0,1747,175,5,Stasjonsvogn,5,2,Personbil,2200,379000
1417,342192105,2020,65452,Automat,Diesel,Hvit,Firehjulsdrift,184,2.0,1560,163,5,Stasjonsvogn,5,1,Personbil,2000,349500
1418,342178610,2020,94930,Automat,Bensin,Sølv,Forhjulsdrift,130,1.4,1278,142,2,Kasse,2,1,Varebil,1500,199000
1419,342176070,2020,64757,Automat,El+Diesel,Hvit,Firehjulsdrift,136,1.6,1625,127,5,SUVOffroad,5,2,Personbil,1600,339000
1420,342159830,2020,44200,Automat,Diesel,Svart,Forhjulsdrift,156,2.3,2239,276,3,Annet,6,6,Varebil,3500,365000
1421,342161846,2020,14900,Automat,El+Bensin,Grå,Firehjulsdrift,306,2.5,1930,22,5,SUVOffroad,5,1,Personbil,1500,559000
1422,342155224,2020,65800,Automat,Diesel,Hvit,Firehjulsdrift,190,2.0,1805,162,5,Stasjonsvogn,5,2,Personbil,2000,538000
1423,342150269,2020,55100,Automat,El+Bensin,Grå,Firehjulsdrift,224,2.4,1890,40,5,SUVOffroad,5,1,Personbil,1500,339000
1424,342131843,2020,142377,Automat,Diesel,Svart,Firehjulsdrift,184,2.0,1569,164,5,Stasjonsvogn,5,1,Personbil,2000,259900
1425,342107315,2020,23625,Automat,Bensin,Sølv,Forhjulsdrift,100,1.0,1169,125,5,KombiFemdørs,5,1,Personbil,1000,214900
1426,342083041,2020,52300,Manuell,Diesel,Grå,Forhjulsdrift,100,1.5,1367,108,3,Kasse,5,1,Varebil,1350,179000
1427,342076707,2020,17526,Automat,Bensin,Svart,Forhjulsdrift,125,1.0,1296,141,5,KombiFemdørs,5,1,Personbil,1300,289900
1428,342074899,2020,61016,Automat,Diesel,Hvit,Firehjulsdrift,150,2.0,1591,184,2,Kasse,5,1,Varebil,1500,329000
1429,342072072,2020,31000,Automat,Bensin,Grå,Forhjulsdrift,101,1.2,1164,134,5,KombiFemdørs,5,1,Personbil,1200,225000
1430,342030875,2020,35000,Automat,Diesel,Grå,Firehjulsdrift,213,2.0,2214,199,2,Pickup,4,1,Varebil,3500,439000
1431,342025693,2020,99492,Manuell,Diesel,Grå,Forhjulsdrift,130,2.0,2001,166,3,Kasse,4,2,Varebil,2500,269900
1432,342009169,2020,26900,Automat,El+Diesel,Blå,Bakhjulsdrift,306,2.0,2065,44,5,Stasjonsvogn,5,1,Personbil,2100,499990
1433,341993211,2020,117057,Manuell,Bensin,Grå,Forhjulsdrift,116,1.0,1243,133,5,KombiFemdørs,5,1,Personbil,1300,199500
1434,341993142,2020,170075,Automat,Diesel,Hvit,Firehjulsdrift,184,2.0,1582,168,5,Stasjonsvogn,5,1,Personbil,2000,246500
1435,341992338,2020,90166,Automat,Diesel,Hvit,Firehjulsdrift,150,2.0,1689,186,2,Kasse,6,1,Varebil,1450,309000
1436,341945195,2020,51500,Manuell,Bensin,Blå,Forhjulsdrift,95,1.0,1089,94,5,KombiFemdørs,5,1,Personbil,1000,199000
1437,341934132,2020,99880,Automat,Diesel,Rød,Firehjulsdrift,190,2.0,1697,149,5,SUVOffroad,4,1,Personbil,2500,409000
1438,341902877,2020,47787,Automat,El+Bensin,Svart,Forhjulsdrift,300,1.6,1840,29,5,SUVOffroad,5,1,Personbil,1250,349000
1439,341900915,2020,106779,Automat,Diesel,Blå,Firehjulsdrift,190,2.0,1660,138,5,Stasjonsvogn,4,1,Personbil,2200,379900
1440,341900910,2020,20515,Automat,El+Bensin,Sølv,Forhjulsdrift,141,1.6,1495,26,5,KombiFemdørs,5,1,Personbil,750,259000
1441,341899625,2020,93660,Automat,Diesel,Grå,Firehjulsdrift,184,2.0,1586,164,5,Stasjonsvogn,5,1,Personbil,2000,349500
1442,341897685,2020,74250,Automat,Diesel,Grå,Firehjulsdrift,184,2.0,1559,168,5,Stasjonsvogn,5,1,Personbil,2000,299000
1443,341891662,2020,176600,Automat,Diesel,Hvit,Forhjulsdrift,177,2.0,1682,145,3,Kasse,5,1,Varebil,2200,229000
1444,341885914,2020,99500,Automat,Diesel,Blå,Firehjulsdrift,150,2.0,1805,187,5,SUVOffroad,5,1,Personbil,2500,419900
1445,341860183,2020,182500,Automat,Diesel,Grå,Firehjulsdrift,213,2.0,2375,199,2,Pickup,4,1,Varebil,3500,295000
1446,341830743,2020,40297,Manuell,Diesel,Hvit,Forhjulsdrift,150,2.0,1642,139,3,Kasse,5,1,Varebil,2500,238900
1447,341822427,2020,32000,Automat,Diesel,Grå,Forhjulsdrift,102,2.0,1590,168,2,Kasse,4,1,Varebil,1500,239000
1448,341792827,2020,40775,Automat,Diesel,Grå,Firehjulsdrift,184,2.0,1464,135,5,Stasjonsvogn,4,1,Personbil,2000,329000
1449,341786905,2020,83600,Automat,Diesel,Hvit,Firehjulsdrift,150,2.0,1455,155,2,Kasse,4,1,Varebil,1500,299000
1450,341775742,2020,43000,Manuell,Diesel,Hvit,Forhjulsdrift,122,2.0,1685,148,3,Kasse,5,1,Varebil,2500,229900
1451,342026934,2022,31000,Manuell,Diesel,Hvit,Forhjulsdrift,102,1.5,1478,143,3,Kasse,4,1,Varebil,1200,249500
1452,342357134,2019,40823,Automat,El+Bensin,Sølv,Forhjulsdrift,170,1.8,1285,83,5,KombiFemdørs,5,1,Personbil,750,228500
1453,341525930,2019,102000,Automat,Diesel,Blå,Firehjulsdrift,163,1.9,1920,205,2,Pickup,4,4,Varebil,3500,310000
1454,342506638,2020,54000,Automat,Diesel,Sølv,Firehjulsdrift,150,2.0,2045,237,3,Kasse,2,2,Varebil,2500,519000
1455,342441925,2021,33000,Automat,Diesel,Hvit,Firehjulsdrift,150,2.0,1932,237,3,Kasse,6,1,Varebil,2500,489000
1456,342523224,2017,176400,Automat,Diesel,Rød,Firehjulsdrift,220,2.4,1723,149,5,SUVOffroad,5,2,Personbil,2000,349990
1457,342547000,2011,110000,Manuell,Bensin,Rød,Forhjulsdrift,101,1.4,1437,129,5,Sedan,4,3,Personbil,850,49845
1458,342519176,2012,106100,Manuell,Bensin,Sølv,Forhjulsdrift,95,1.3,975,119,5,KombiFemdørs,4,5,Personbil,1000,39900
1459,342258333,2012,148300,Manuell,Diesel,Blå,Forhjulsdrift,105,1.6,1243,107,5,KombiFemdørs,5,4,Personbil,1400,59999
1460,342481210,2010,280000,Manuell,Diesel,Grå,Firehjulsdrift,150,2.0,1580,179,7,Flerbruksbil,5,4,Personbil,1400,27000
1461,342471807,2011,204500,Automat,Diesel,Grå,Bakhjulsdrift,204,3.0,1770,162,5,Stasjonsvogn,5,4,Personbil,2000,189000
1462,342461708,2010,103000,Manuell,Diesel,Sølv,Forhjulsdrift,68,1.4,1105,110,5,KombiFemdørs,5,2,Personbil,750,44999
1463,334902406,2019,88240,Manuell,Diesel,Svart,Forhjulsdrift,99,1.6,1396,110,3,Kasse,4,6,Varebil,1200,111476
1464,340912671,2019,71556,Manuell,Bensin,Oransje,Forhjulsdrift,82,1.2,980,109,5,KombiFemdørs,5,3,Personbil,450,114672
1465,340392559,2019,118000,Manuell,Diesel,Hvit,Forhjulsdrift,110,1.5,1300,115,3,Kasse,6,6,Varebil,1050,110000
1466,334917419,2019,27000,Manuell,Diesel,Svart,Forhjulsdrift,90,1.5,1375,123,3,Stasjonsvogn,6,1,Varebil,1050,115000
1467,340951808,2019,104000,Manuell,Diesel,Hvit,Forhjulsdrift,102,1.5,1320,111,3,Stasjonsvogn,6,3,Varebil,1350,115476
1468,339792808,2019,72067,Manuell,Bensin,Rød,Forhjulsdrift,83,1.2,980,109,5,KombiFemdørs,5,3,Personbil,450,119672
1469,334906361,2019,75500,Manuell,Diesel,Grå,Forhjulsdrift,99,1.6,1396,110,3,Kasse,4,5,Varebil,1200,121476
1470,340969357,2019,52624,Manuell,Diesel,Hvit,Forhjulsdrift,75,1.5,1259,112,2,Kasse,4,2,Varebil,500,125000
1471,339795992,2019,111000,Automat,Bensin,Sølv,Forhjulsdrift,110,1.0,1180,136,5,Stasjonsvogn,5,1,Personbil,1100,125000
1472,338362551,2019,112700,Manuell,Bensin,Sølv,Forhjulsdrift,100,1.0,1080,114,5,KombiFemdørs,5,1,Personbil,1000,125000
1473,340588660,2019,119042,Automat,Diesel,Rød,Forhjulsdrift,131,1.5,1430,114,3,Kasse,5,1,Varebil,1000,129900
1474,339993262,2019,143516,Automat,Diesel,Rød,Forhjulsdrift,131,1.5,1430,114,3,Kasse,6,3,Varebil,1000,128476
1475,323563877,2019,55650,Manuell,Diesel,Hvit,Forhjulsdrift,75,1.5,1259,112,2,Kasse,5,1,Varebil,590,129000
1476,341147084,2019,224937,Automat,Diesel,Svart,Forhjulsdrift,120,1.5,1628,135,3,Kasse,4,6,Varebil,1381,131476
1477,334915880,2019,90000,Manuell,Diesel,Svart,Forhjulsdrift,90,1.5,1426,112,3,Kasse,6,7,Varebil,1050,131476
1478,320910251,2019,88500,Manuell,Diesel,Rød,Forhjulsdrift,75,2.0,1290,124,2,Kasse,5,1,Varebil,1400,132900
1479,339796681,2019,172600,Automat,Diesel,Svart,Forhjulsdrift,120,1.5,1621,135,2,Kasse,4,6,Varebil,1395,136476
1480,342241545,2019,238000,Manuell,Diesel,Hvit,Forhjulsdrift,116,1.6,1546,137,3,Kasse,6,5,Varebil,1800,138476
1481,340786414,2019,156000,Automat,Diesel,Rød,Forhjulsdrift,131,1.5,1430,114,3,Kasse,6,6,Varebil,1000,138000
1482,336833701,2019,92800,Manuell,El+Bensin,Blå,Firehjulsdrift,92,1.2,960,101,5,KombiFemdørs,5,1,Personbil,1000,139900
1483,336551711,2019,43100,Manuell,Diesel,Grå,Forhjulsdrift,105,1.6,1430,121,3,Kasse,4,1,Varebil,1300,139000
1484,320914588,2019,69200,Manuell,Diesel,Rød,Forhjulsdrift,75,2.0,1290,124,2,Kasse,5,1,Varebil,1400,144900
1485,342184001,2019,97750,Manuell,Diesel,Gul,Forhjulsdrift,102,2.0,1392,127,2,Kasse,5,1,Varebil,1500,149000
1486,341414157,2019,175000,Manuell,Diesel,Sølv,Firehjulsdrift,122,2.0,1561,152,2,Kasse,6,3,Varebil,1500,149000
1487,340591209,2019,67000,Manuell,Bensin,Hvit,Forhjulsdrift,125,1.4,1435,136,2,Kasse,4,1,Varebil,1400,147900
1488,340393798,2019,131000,Automat,Diesel,Svart,Forhjulsdrift,120,1.5,1621,135,2,Kasse,5,7,Varebil,1395,149476
1489,340338774,2019,108000,Automat,Bensin,Hvit,Forhjulsdrift,125,1.4,1348,134,2,Kasse,5,1,Varebil,1500,149900
1490,319827323,2019,210000,Manuell,Diesel,Svart,Forhjulsdrift,145,1.6,1760,164,3,Kasse,4,1,Varebil,2000,149000
1491,334667397,2019,98800,Manuell,Diesel,Grå,Forhjulsdrift,125,1.6,1760,159,3,Kasse,6,5,Varebil,2000,151250
1492,334666181,2019,98800,Manuell,Diesel,Grå,Forhjulsdrift,125,1.6,1760,159,3,Kasse,6,5,Varebil,2000,151250
1493,324693293,2019,83142,Manuell,Diesel,Hvit,Forhjulsdrift,101,1.5,1622,123,3,Kasse,4,1,Varebil,1122,159900
1494,341210677,2019,91000,Automat,Bensin,Svart,Forhjulsdrift,110,1.0,1090,106,5,KombiFemdørs,5,1,Personbil,1100,159000
1495,339266921,2019,79280,Automat,Diesel,Rød,Forhjulsdrift,131,1.5,1430,114,3,Kasse,6,1,Varebil,1000,159000
1496,337440954,2019,151700,Automat,Diesel,Hvit,Forhjulsdrift,130,1.5,1397,114,3,Kasse,5,1,Varebil,1350,159000
1497,309582948,2019,54304,Manuell,Diesel,Grå,Forhjulsdrift,102,2.0,1304,124,2,Kasse,4,2,Varebil,1500,159900
1498,324368248,2019,118000,Manuell,Diesel,Sølv,Firehjulsdrift,122,2.0,1511,149,2,Kasse,6,1,Varebil,1500,165000
1499,334895800,2019,83300,Automat,Bensin,Hvit,Forhjulsdrift,110,1.0,1152,134,5,KombiFemdørs,5,1,Personbil,1100,163000
1500,340391897,2019,105000,Manuell,Diesel,Grå,Forhjulsdrift,131,1.5,1389,116,3,Kasse,6,4,Varebil,1200,165476
1501,322810650,2019,104600,Manuell,Diesel,Grå,Forhjulsdrift,131,1.5,1389,116,3,Kasse,6,4,Varebil,1200,165476
1502,341599802,2019,49000,Manuell,Diesel,Hvit,Forhjulsdrift,102,2.0,1304,127,2,Kasse,4,2,Varebil,1500,169900
1503,340021385,2019,46956,Manuell,Diesel,Hvit,Forhjulsdrift,102,1.5,1320,111,3,Kasse,5,1,Varebil,1350,168500
1504,337300795,2019,101000,Manuell,Diesel,Grå,Forhjulsdrift,145,1.6,1797,164,3,Kasse,4,1,Varebil,2000,168800
1505,337180262,2019,87000,Manuell,Diesel,Hvit,Forhjulsdrift,100,1.5,1320,107,3,Kasse,5,1,Varebil,1350,169900
1506,336925420,2019,127000,Manuell,Diesel,Rød,Firehjulsdrift,131,1.5,1540,144,3,Kasse,6,1,Varebil,1200,169000
1507,330381052,2017,46800,Manuell,Bensin,Hvit,Forhjulsdrift,82,1.2,980,109,5,KombiFemdørs,5,1,Personbil,450,139000
1508,321233509,2017,114067,Manuell,Diesel,Hvit,Forhjulsdrift,116,1.6,1533,137,3,Kasse,6,6,Varebil,1800,137922
1509,339167369,2017,72700,Automat,Diesel,Hvit,Forhjulsdrift,100,1.6,1333,108,3,Kasse,5,1,Varebil,1250,145000
1510,331250741,2017,45500,Automat,Bensin,Hvit,Forhjulsdrift,118,1.2,1184,125,5,SUVOffroad,5,2,Personbil,1200,144961
1511,341825053,2017,119638,Manuell,Diesel,Svart,Forhjulsdrift,95,1.6,1510,144,3,Kasse,5,1,Varebil,1800,149422
1512,339673859,2017,102000,Manuell,Diesel,Hvit,Forhjulsdrift,102,2.0,1722,153,3,Kasse,6,2,Varebil,2200,149000
1513,333441694,2017,109750,Automat,Diesel,Rød,Forhjulsdrift,99,1.6,1085,89,5,KombiFemdørs,5,5,Personbil,825,149074
1514,323465258,2017,127600,Automat,Diesel,Grå,Forhjulsdrift,101,1.5,1442,129,3,Kasse,4,1,Varebil,1300,149422
1515,321586830,2017,94300,Automat,Bensin,Sølv,Forhjulsdrift,129,1.2,1298,0,5,SUVOffroad,5,1,Personbil,1470,149000
1516,315352029,2017,76000,Manuell,Diesel,Grå,Forhjulsdrift,99,1.6,1317,110,3,Kasse,5,1,Varebil,1250,148900
1517,339052693,2017,82000,Automat,Bensin,Sølv,Forhjulsdrift,110,1.2,1176,114,5,KombiFemdørs,5,5,Personbil,1300,154000
1518,341744172,2017,149000,Manuell,Diesel,Rød,Firehjulsdrift,150,2.0,1745,173,3,Kasse,6,1,Varebil,2500,156476
1519,323474123,2017,93000,Manuell,Diesel,Svart,Forhjulsdrift,122,2.0,1613,139,3,Kasse,5,1,Varebil,2500,165000
1520,311052920,2017,15100,Automat,Bensin,Lilla,Forhjulsdrift,90,1.5,1000,112,5,KombiFemdørs,5,1,Personbil,900,165000
1521,341150429,2017,125533,Automat,Bensin,Brun,Forhjulsdrift,165,1.6,1310,130,5,Flerbruksbil,4,1,Personbil,1600,169000
1522,339629010,2017,71000,Manuell,Diesel,Grå,Firehjulsdrift,115,1.6,1530,127,5,SUVOffroad,5,2,Personbil,1500,169000
1523,335361389,2017,60000,Automat,Bensin,Grønn,Forhjulsdrift,150,1.4,1265,128,5,Stasjonsvogn,4,2,Personbil,1420,169000
1524,340474938,2017,199000,Automat,Diesel,Sølv,Forhjulsdrift,150,2.0,1772,156,3,Kasse,5,2,Varebil,2500,169900
1525,316546524,2017,178000,Manuell,Diesel,Sølv,Firehjulsdrift,122,2.0,1503,146,2,Flerbruksbil,6,6,Varebil,1450,169922
1526,342253489,2017,148000,Automat,Bensin,Svart,Bakhjulsdrift,136,1.5,1320,119,5,KombiFemdørs,5,4,Personbil,1300,174305
1527,341941049,2017,42200,Automat,Bensin,Hvit,Forhjulsdrift,110,1.2,1150,110,5,SUVOffroad,5,2,Personbil,1250,174000
1528,321607533,2017,59500,Automat,Bensin,Grå,Forhjulsdrift,125,1.4,1140,112,5,KombiFemdørs,5,2,Personbil,1200,175800
1529,341359769,2017,100000,Automat,El+Bensin,Grå,Forhjulsdrift,123,1.8,1335,92,5,Stasjonsvogn,5,2,Personbil,345,179000
1530,341328425,2017,85000,Automat,El+Bensin,Blå,Forhjulsdrift,136,1.8,1335,83,5,Stasjonsvogn,5,1,Personbil,345,179000
1531,341247392,2017,138000,Manuell,Diesel,Blå,Firehjulsdrift,110,1.6,1360,121,5,Stasjonsvogn,5,1,Personbil,1700,179000
1532,341127707,2017,92000,Manuell,Bensin,Sølv,Forhjulsdrift,132,1.6,1379,147,5,SUVOffroad,5,2,Personbil,1400,179000
1533,340968479,2017,191500,Automat,El+Diesel,Svart,Firehjulsdrift,231,2.4,1973,48,5,Stasjonsvogn,4,4,Personbil,1800,179305
1534,340311741,2017,62000,Manuell,Diesel,Hvit,Forhjulsdrift,102,2.0,1392,127,2,Kasse,4,1,Varebil,1500,178000
1535,338080544,2017,70000,Manuell,Diesel,Hvit,Firehjulsdrift,122,2.0,1503,146,2,Kasse,5,1,Varebil,1450,179000
1536,337581931,2017,88047,Manuell,Diesel,Sølv,Forhjulsdrift,122,2.0,1666,139,3,Kasse,5,1,Varebil,2500,178000
1537,334624046,2017,68000,Manuell,Diesel,Hvit,Forhjulsdrift,102,2.0,1392,127,2,Kasse,4,1,Varebil,1500,178000
1538,320203007,2017,110100,Manuell,Diesel,Svart,Forhjulsdrift,122,2.0,1613,139,3,Kasse,5,1,Varebil,2500,179000
1539,342069839,2017,53000,Automat,El+Bensin,Grå,Forhjulsdrift,141,1.6,1425,88,5,KombiFemdørs,5,1,Personbil,1300,179800
1540,341493312,2017,100000,Automat,Bensin,Brun,Forhjulsdrift,116,1.2,1458,133,5,SUVOffroad,5,2,Personbil,1000,179999
1541,341283851,2017,104000,Automat,Bensin,Svart,Forhjulsdrift,116,1.2,1285,129,5,SUVOffroad,5,2,Personbil,1000,179999
1542,340307123,2017,110000,Manuell,Diesel,Hvit,Forhjulsdrift,102,2.0,1304,117,2,Stasjonsvogn,5,4,Varebil,1500,180476
1543,338259647,2017,85500,Automat,Bensin,Grå,Forhjulsdrift,150,1.4,1265,125,5,Stasjonsvogn,5,1,Personbil,1420,179900
1544,325975897,2017,157400,Manuell,Diesel,Hvit,Firehjulsdrift,122,2.0,1503,146,2,Stasjonsvogn,6,1,Varebil,1450,179900
1545,308044848,2017,195000,Manuell,Diesel,Hvit,Firehjulsdrift,150,2.0,1931,176,3,Kasse,5,1,Varebil,2500,179900
1546,314530883,2017,61300,Manuell,Bensin,Grå,Forhjulsdrift,117,1.6,1260,132,5,SUVOffroad,5,2,Personbil,1200,184305
1547,338638500,2017,81000,Manuell,Diesel,Hvit,Firehjulsdrift,122,2.0,1503,152,2,Kasse,5,1,Varebil,1450,185900
1548,334623971,2017,65000,Manuell,Diesel,Hvit,Forhjulsdrift,102,2.0,1392,127,2,Kasse,4,1,Varebil,1500,185000
1549,341249364,2017,205100,Automat,Diesel,Sølv,Firehjulsdrift,150,2.0,2086,167,3,Kasse,5,1,Varebil,2500,189000
1550,339937124,2017,69476,Manuell,Diesel,Svart,Forhjulsdrift,122,2.0,1613,139,3,Kasse,5,1,Varebil,2500,189000
1551,337846137,2017,75414,Automat,Bensin,Svart,Forhjulsdrift,116,1.2,1285,133,5,KombiFemdørs,5,2,Personbil,1000,189000
1552,330620744,2017,94617,Automat,El+Bensin,Blå,Forhjulsdrift,122,1.8,1375,76,5,KombiFemdørs,5,2,Personbil,725,189000
1553,342020223,2017,74000,Manuell,Bensin,Grå,Forhjulsdrift,110,1.2,1320,119,5,Stasjonsvogn,5,2,Personbil,1300,189900
1554,340120842,2017,131000,Automat,El+Bensin,Blå,Forhjulsdrift,218,1.4,1660,40,5,Stasjonsvogn,5,1,Personbil,1600,189800
1555,224890741,2017,163500,Automat,Bensin,Svart,Bakhjulsdrift,136,1.5,1490,129,5,Stasjonsvogn,5,1,Personbil,1300,189805
1556,341808078,2021,21000,Manuell,Diesel,Grå,Forhjulsdrift,116,1.5,1493,154,3,Kasse,5,2,Varebil,1050,169000
1557,341130133,2021,26477,Manuell,Bensin,Grå,Forhjulsdrift,100,1.0,1206,156,2,Kasse,4,1,Varebil,850,169000
1558,338589624,2021,41000,Manuell,Diesel,Hvit,Forhjulsdrift,105,1.6,1555,170,3,Kasse,5,1,Varebil,1300,179000
1559,341338276,2021,61000,Manuell,El+Bensin,Grå,Firehjulsdrift,83,1.2,975,121,5,KombiFemdørs,5,1,Personbil,1000,189000
1560,339974294,2021,28279,Manuell,Diesel,Sølv,Forhjulsdrift,75,1.5,1320,144,3,Kasse,4,1,Varebil,1230,199000
1561,330353997,2021,65600,Manuell,El+Bensin,Svart,Firehjulsdrift,83,1.2,975,121,5,KombiFemdørs,5,1,Personbil,1000,205000
1562,337276924,2021,47000,Automat,El+Bensin,Blå,Forhjulsdrift,116,1.5,1085,92,5,KombiFemdørs,5,1,Personbil,450,209900
1563,324883679,2021,47800,Manuell,Diesel,Grå,Forhjulsdrift,100,1.5,1398,141,3,Kasse,5,1,Varebil,1350,209000
1564,333432514,2021,35020,Automat,Bensin,Svart,Forhjulsdrift,95,1.0,1121,128,5,KombiFemdørs,5,1,Personbil,1000,219000
1565,332533576,2021,59420,Manuell,El+Bensin,Sølv,Firehjulsdrift,86,1.2,975,121,5,KombiFemdørs,5,1,Personbil,1000,219000
1566,332440122,2021,47995,Automat,Bensin,Svart,Forhjulsdrift,95,1.0,1121,128,5,KombiFemdørs,5,1,Personbil,1000,219000
1567,341869125,2021,88714,Automat,Diesel,Svart,Forhjulsdrift,131,1.5,1506,153,2,Kasse,5,1,Varebil,1000,229900
1568,341363086,2021,58062,Automat,El+Bensin,Grønn,Forhjulsdrift,170,1.8,1290,112,5,Stasjonsvogn,5,1,Personbil,750,229000
1569,339039862,2015,398799,Automat,Diesel,Hvit,Bakhjulsdrift,163,2.1,2640,213,3,Flerbruksbil,2,5,Varebil,2000,150476
1570,338951698,2014,151850,Automat,Diesel,Rød,Firehjulsdrift,150,2.2,1611,144,5,SUVOffroad,4,3,Personbil,2000,151000
1571,341762172,2013,143900,Automat,Diesel,Svart,Firehjulsdrift,150,2.2,1611,144,5,SUVOffroad,5,2,Personbil,2000,154000
1572,340635458,2015,114474,Manuell,Diesel,Grå,Forhjulsdrift,125,2.2,2001,186,3,Kasse,6,1,Varebil,2500,155000
1573,340231546,2013,109800,Automat,Diesel,Grå,Firehjulsdrift,150,2.2,1603,0,5,SUVOffroad,5,3,Personbil,2000,154900
1574,335928699,2014,291400,Automat,Diesel,Grå,Firehjulsdrift,184,2.0,1585,133,5,Stasjonsvogn,4,6,Personbil,1600,155000
1575,334529981,2015,90855,Automat,Diesel,Svart,Forhjulsdrift,131,1.6,1493,119,5,KombiFemdørs,5,5,Personbil,1400,155000
1576,333530206,2016,144575,Automat,El+Bensin,Grå,Forhjulsdrift,122,1.8,1375,76,5,KombiFemdørs,4,1,Personbil,725,155000
1577,330759552,2016,69000,Automat,Bensin,Sølv,Forhjulsdrift,102,1.3,1095,114,5,KombiFemdørs,5,1,Personbil,1000,152861
1578,329596447,2016,257000,Manuell,Diesel,Svart,Firehjulsdrift,200,2.0,1385,125,5,KombiFemdørs,5,9,Personbil,1800,155000
1579,326042334,2016,77200,Manuell,Diesel,Hvit,Firehjulsdrift,99,1.6,1484,119,3,Kasse,5,3,Varebil,1230,155000
1580,321650085,2013,193428,Automat,Diesel,Grå,Firehjulsdrift,163,2.0,1670,156,5,Stasjonsvogn,5,4,Personbil,1900,154147
1581,340450726,2015,115300,Automat,Diesel,Svart,Bakhjulsdrift,116,1.5,1350,103,5,KombiFemdørs,4,4,Personbil,1500,155900
1582,342044587,2007,237400,Manuell,Diesel,Sølv,Forhjulsdrift,120,1.9,1520,149,5,Stasjonsvogn,5,7,Personbil,1500,17845
1583,341982262,2008,262200,Manuell,Diesel,Svart,Forhjulsdrift,105,1.9,1552,137,5,Stasjonsvogn,5,6,Personbil,1200,19900
1584,341910582,2008,231720,Manuell,Diesel,Svart,Forhjulsdrift,126,2.0,1465,155,5,Stasjonsvogn,5,4,Personbil,1300,17845
1585,325935653,2008,162000,Manuell,Diesel,Rød,Forhjulsdrift,105,1.9,1326,135,5,KombiFemdørs,4,5,Personbil,1400,20777
1586,311247305,2009,248000,Manuell,Diesel,Sølv,Forhjulsdrift,90,1.6,1386,119,5,Stasjonsvogn,4,6,Personbil,1200,20777
