Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
340339850,2006,226 934 km,Manuell,Diesel,1 845 kr (avgifter),09.07.2007,Sølv,Forhjulsdrift,109 Hk,1.6 l,1 341 kg,132 g/km,5,Stasjonsvogn,4,8,Norge,Bruktbil til salgs,Personbil,SD37714,YV1MW765262199738,1 300 kg
337270395,2011,287 000 km,Manuell,Diesel,3 074 kr (avgifter),02.05.2011,Grå,Forhjulsdrift,90 Hk,1.4 l,1 135 kg,113 g/km,5,Flerbruksbil,5,4,Norge,Bruktbil til salgs,Personbil,VX36412,JTDKC3C3101002003,800 kg
340160567,2008,270 000 km,Automat,Bensin,1 845 kr (avgifter),02.07.2008,Svart,Forhjulsdrift,120 Hk,1.6 l,1 312 kg,174 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,AS18570,VF34C5FWF55254001,1 520 kg
268882640,2006,186 000 km,Manuell,Bensin,1 729 kr (avgifter),30.03.2006,Sølv,Forhjulsdrift,102 Hk,1.6 l,1 208 kg,178 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,PP63025,WVWZZZ1KZ6W088746,1 000 kg
339611012,1999,205 755 km,Manuell,Bensin,1 845 kr (avgifter),02.03.1999,Grønn,Forhjulsdrift,86 Hk,1.3 l,1 065 kg,168 g/km,5,Coupe,5,9,Norge,Bruktbil til salgs,Personbil,YE69346,SB164EEB10E002969,1 000 kg
339814746,2005,194 000 km,Manuell,Diesel,1 845 kr (avgifter),01.06.2006,Grå,Bakhjulsdrift,163 Hk,2 l,1 430 kg,153 g/km,5,Sedan,4,6,Norge,Bruktbil til salgs,Personbil,BR27259,WBAVC31080KU54110,1 600 kg
339778227,2004,292 000 km,Manuell,Bensin,1 845 kr (avgifter),19.02.2004,Grå,Forhjulsdrift,129 Hk,1.8 l,1 295 kg,172 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,ST86693,SB1ER56L60E053349,1 300 kg
337882443,2003,165 352 km,Manuell,Bensin,1 845 kr (avgifter),15.10.2002,Rød,Forhjulsdrift,109 Hk,1.6 l,1 355 kg,184 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,UR67298,YV1VW10K33F964365,1 200 kg
335882879,2005,268 709 km,Manuell,Diesel,1 777 kr (avgifter),07.10.2005,Svart,Forhjulsdrift,136 Hk,2 l,1 710 kg,176 g/km,7,Flerbruksbil,4,6,Norge,Bruktbil til salgs,Personbil,UF39594,JMBLJNA8W6Z002554,2 000 kg
339737318,2007,190 780 km,Manuell,Bensin,Fritatt (avgifter),31.08.2006,Svart,Forhjulsdrift,102 Hk,1.6 l,1 308 kg,187 g/km,5,Flerbruksbil,5,6,Norge,Bruktbil til salgs,Personbil,SU33838,WVWZZZ1KZ7W513288,1 200 kg
339722924,2003,126 000 km,Manuell,Bensin,3 074 kr (avgifter),15.11.2002,Sølv,Forhjulsdrift,75 Hk,1.4 l,1 186 kg,156 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,KH19092,WVWZZZ9NZ3D088796,1 000 kg
339672965,2008,296 497 km,Manuell,Bensin,Fritatt (avgifter),26.06.2007,Svart,Forhjulsdrift,99 Hk,1.6 l,1 275 kg,167 g/km,4,Kombi 3-dørs,2,8,Norge,Bruktbil til salgs,Personbil,AA54003,YV1MK204282043149,1 200 kg
339672436,2004,123 456 km,Manuell,Bensin,1 845 kr (avgifter),15.04.2013,Svart,Firehjulsdrift,163 Hk,1.8 l,1 525 kg,223 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,BS67208,Wauzzz8e04a064652,1 600 kg
339631836,2007,170 190 km,Manuell,Bensin,1 845 kr (avgifter),28.08.2006,Grønn,Forhjulsdrift,64 Hk,1.2 l,1 173 kg,144 g/km,5,Coupe,4,8,Norge,Bruktbil til salgs,Personbil,AA52582,WVWZZZ9NZ7D008945,800 kg
339377270,2010,303 968 km,Manuell,Diesel,1 845 kr (avgifter),10.05.2010,Sølv,Forhjulsdrift,105 Hk,1.9 l,1 603 kg,140 g/km,7,Flerbruksbil,5,5,Norge,Bruktbil til salgs,Personbil,LS73354,WVGZZZ1TZAW105738,1 200 kg
339218905,2007,240 000 km,Manuell,Diesel,Fritatt (avgifter),23.11.2007,Sølv,Firehjulsdrift,150 Hk,2 l,1 643 kg,184 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,JD48298,SJNFDNJ10U1127871,1 400 kg
339173613,2008,201 600 km,Manuell,Bensin,Ikke oppgitt (avgifter),27.03.2008,Beige,Forhjulsdrift,64 Hk,1.2 l,1 165 kg,145 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,KH56329,TMBHY26Y484040719,750 kg
339030559,2007,335 000 km,Manuell,Diesel,1 845 kr (avgifter),24.05.2007,Grå,Forhjulsdrift,126 Hk,2 l,1 465 kg,155 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,VF87134,SB1ED56L80E040617,1 300 kg
338826148,2006,299 081 km,Manuell,Diesel,1 845 kr (avgifter),13.06.2006,Rød,Forhjulsdrift,101 Hk,1.9 l,1 285 kg,140 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,XK14292,TMBJS21U468880089,1 300 kg
338799098,2004,180 715 km,Manuell,Bensin,3 074 kr (avgifter),22.10.2004,Svart,Forhjulsdrift,95 Hk,1.5 l,1 195 kg,161 g/km,5,Stasjonsvogn,2,3,Norge,Bruktbil til salgs,Personbil,JU88897,WDD1693311J027663,1 000 kg
338499955,2002,209 876 km,Manuell,Bensin,Fritatt (avgifter),01.07.2002,Gul,Forhjulsdrift,86 Hk,1.3 l,1 000 kg,155 g/km,5,Kombi 5-dørs,4,6,Norge,Bruktbil til salgs,Personbil,PC97068,JTDKW223500252885,900 kg
338409566,2003,139 900 km,Manuell,Bensin,1 880 kr (avgifter),13.09.2002,Sølv,Forhjulsdrift,122 Hk,1.8 l,1 300 kg,190 g/km,5,Sedan,4,4,Norge,Bruktbil til salgs,Personbil,TL21214,W0L0ZCF6931005495,1 300 kg
338377505,2009,260 000 km,Manuell,Diesel,1 845 kr (avgifter),10.09.2008,Hvit,Forhjulsdrift,120 Hk,1.9 l,1 490 kg,147 g/km,5,Sedan,4,7,Norge,Bruktbil til salgs,Personbil,SD44565,YS3FF46V691000460,1 500 kg
338257867,2008,191 016 km,Manuell,Diesel,Fritatt (avgifter),22.07.2009,Sølv,Forhjulsdrift,109 Hk,1.6 l,1 319 kg,129 g/km,5,Sedan,4,5,Norge,Bruktbil til salgs,Personbil,SU75948,YV1MS765282395992,1 300 kg
338025371,2004,252 552 km,Manuell,Diesel,3 074 kr (avgifter),28.03.2008,Gull,Forhjulsdrift,75 Hk,1.4 l,1 100 kg,129 g/km,4,Kombi 3-dørs,2,2,Norge,Bruktbil til salgs,Personbil,KH56154,WMWRB11030TK34540,650 kg
335952689,2003,246 000 km,Automat,Bensin,1 845 kr (avgifter),17.07.2003,Grå,Forhjulsdrift,179 Hk,2 l,1 562 kg,246 g/km,5,Sedan,4,3,Norge,Bruktbil til salgs,Personbil,PD10025,YV1TS49K941347091,1 600 kg
337315694,2008,197 769 km,Automat,Bensin,1 800 kr (avgifter),17.06.2008,Sølv,Forhjulsdrift,87 Hk,1.3 l,1 025 kg,136 g/km,5,Sedan,4,7,Norge,Bruktbil til salgs,Personbil,DL93385,VNKKL96300A305229,750 kg
337298899,2007,181 000 km,Manuell,Diesel,1 845 kr (avgifter),19.11.2008,Sølv,Forhjulsdrift,121 Hk,2 l,1 430 kg,158 g/km,5,Stasjonsvogn,4,3,Norge,Bruktbil til salgs,Personbil,HB69903,KL1NF35UJ7K671764,1 000 kg
334372452,2001,314 700 km,Automat,Bensin,1 777 kr (avgifter),02.04.2001,Sølv,Firehjulsdrift,200 Hk,2.4 l,1 687 kg,254 g/km,5,Stasjonsvogn,5,9,Norge,Bruktbil til salgs,Personbil,AD90844,YV1SW58K711109583,1 800 kg
318452067,2004,250 080 km,Manuell,Bensin,1 845 kr (avgifter),16.12.2004,Svart,Forhjulsdrift,165 Hk,2.4 l,1 645 kg,223 g/km,7,Flerbruksbil,5,5,Norge,Bruktbil til salgs,Personbil,HB63755,JMBLNNA4W4Z003854,1 600 kg
336328005,2004,195 526 km,Automat,Bensin,1 777 kr (avgifter),17.06.2004,Grå,Forhjulsdrift,87 Hk,1.3 l,935 kg,150 g/km,5,Kombi 5-dørs,4,7,Norge,Bruktbil til salgs,Personbil,AD97771,VNKKL18390A120983,900 kg
326510990,2004,238 000 km,Manuell,Bensin,1 777 kr (avgifter),19.04.2004,Blå,Forhjulsdrift,122 Hk,1.8 l,1 280 kg,187 g/km,5,Stasjonsvogn,5,6,Norge,Bruktbil til salgs,Personbil,YZ92333,YV1VW14K24F089792,1 200 kg
335892487,2003,335 000 km,Manuell,Bensin,1 845 kr (avgifter),20.02.2023,Sølv,Forhjulsdrift,140 Hk,2.4 l,1 509 kg,217 g/km,5,Stasjonsvogn,5,8,Norge,Bruktbil til salgs,Personbil,SX29646,YV1SW65S231298086,1 800 kg
326820238,2004,266 000 km,Automat,Bensin,1 777 kr (avgifter),14.05.2004,Grå,Firehjulsdrift,150 Hk,2 l,1 483 kg,221 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,BP91725,SHSRD88604U223233,1 200 kg
335181068,2006,150 000 km,Manuell,Bensin,1 845 kr (avgifter),18.05.2006,Grå,Bakhjulsdrift,116 Hk,1.6 l,1 415 kg,184 g/km,5,Sedan,4,8,Norge,Bruktbil til salgs,Personbil,RJ57344,WBAVA11080KV56212,1 100 kg
335147584,2004,246 000 km,Manuell,Bensin,1 845 kr (avgifter),13.07.2004,Grønn,Forhjulsdrift,116 Hk,1.8 l,1 245 kg,184 g/km,5,Kombi 5-dørs,4,7,Norge,Bruktbil til salgs,Personbil,XD75368,VF7CH6FZB39700596,1 300 kg
334478152,2003,203 000 km,Manuell,Diesel,1 777 kr (avgifter),24.01.2003,Svart,Firehjulsdrift,116 Hk,2 l,1 370 kg,190 g/km,5,Kombi 5-dørs,4,7,Norge,Bruktbil til salgs,Personbil,SD17228,JTEHG20V400027591,1 500 kg
334094084,2004,75 000 km,Manuell,Bensin,1 777 kr (avgifter),20.09.2004,Svart,Forhjulsdrift,60 Hk,1.1 l,1 053 kg,140 g/km,5,Kombi 5-dørs,4,6,Norge,Bruktbil til salgs,Personbil,RJ37726,VF7FCHFXB27083772,926 kg
332526123,2008,200 000 km,Manuell,Bensin,1 777 kr (avgifter),31.03.2009,Svart,Forhjulsdrift,95 Hk,1.3 l,1 050 kg,143 g/km,5,Kombi 5-dørs,4,12,Norge,Bruktbil til salgs,Personbil,SU72082,XMCXNZ34A8F046777,1 000 kg
325881927,2004,310 000 km,Manuell,Bensin,1 777 kr (avgifter),21.10.2004,Grå,Forhjulsdrift,116 Hk,1.7 l,1 550 kg,187 g/km,5,Sedan,4,8,Norge,Bruktbil til salgs,Personbil,AD98914,VF36D6FZB21017055,1 300 kg
324810711,2010,246 468 km,Manuell,Diesel,1 777 kr (avgifter),25.02.2010,Svart,Firehjulsdrift,150 Hk,2 l,1 571 kg,167 g/km,5,Stasjonsvogn,5,6,Norge,Bruktbil til salgs,Personbil,PP87165,JF1BRDLZ4AG009906,1 700 kg
317631626,2007,263 500 km,Manuell,Diesel,1 777 kr (avgifter),21.03.2007,Sølv,Forhjulsdrift,125 Hk,1.8 l,1 744 kg,164 g/km,7,Kombi 5-dørs,4,10,Norge,Bruktbil til salgs,Personbil,CV47482,WF0SXXGBWS7D46842,1 450 kg
326202158,2005,225 474 km,Manuell,Diesel,1 777 kr (avgifter),15.09.2005,Svart,Bakhjulsdrift,109 Hk,2 l,1 360 kg,151 g/km,5,Flerbruksbil,5,7,Norge,Bruktbil til salgs,Personbil,RJ49289,WDD2452071J029253,1 500 kg
341462736,2004,250 321 km,Manuell,Diesel,1 845 kr (avgifter),23.09.2004,Sølv,Firehjulsdrift,101 Hk,1.9 l,1 512 kg,170 g/km,5,Stasjonsvogn,4,8,Norge,Bruktbil til salgs,Personbil,KT67417,TMBKS21U848755078,1 500 kg
341273953,2007,267 300 km,Manuell,Diesel,1 845 kr (avgifter),01.11.2007,Svart,Forhjulsdrift,105 Hk,1.9 l,1 455 kg,161 g/km,2,Kasse,4,5,Norge,Bruktbil til salgs,Varebil,DL76694,WV1ZZZ2KZ8X042706,1 500 kg
341443455,2008,132 000 km,Manuell,Bensin,Fritatt (avgifter),26.03.2012,Blå,Forhjulsdrift,69 Hk,1.2 l,1 091 kg,138 g/km,5,Kombi 5-dørs,4,6,Norge,Bruktbil til salgs,Personbil,DN87403,WVWZZZ9NZ8B029385,800 kg
341426530,2005,207 789 km,Manuell,Bensin,1 845 kr (avgifter),09.09.2004,Grå,Forhjulsdrift,125 Hk,1.8 l,1 299 kg,174 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,AA49778,YV1MW214252059166,1 300 kg
341303215,2010,217 500 km,Manuell,Diesel,1 845 kr (avgifter),10.11.2010,Grå,Forhjulsdrift,129 Hk,2.2 l,1 490 kg,139 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,DN53093,JMZGHA9C601414099,1 400 kg
341405765,2012,188 800 km,Manuell,Diesel,1 845 kr (avgifter),02.03.2018,Grå,Forhjulsdrift,129 Hk,2.2 l,1 657 kg,135 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,DR44869,JMZGHA9C611489546,1 400 kg
332356282,2008,190 000 km,Manuell,Diesel,1 186 kr (avgifter),30.04.2008,Blå,Forhjulsdrift,140 Hk,2.2 l,1 830 kg,213 g/km,3,Kasse,5,7,Norge,Bruktbil til salgs,Varebil,BD54315,WF0XXXBDFX8B66044,2 000 kg
341175878,2007,167 300 km,Manuell,Bensin,3 074 kr (avgifter),28.09.2006,Svart,Forhjulsdrift,64 Hk,1.2 l,1 091 kg,144 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,UX53488,WVWZZZ9NZ7D019791,800 kg
341378802,2004,192 885 km,Manuell,Bensin,1 845 kr (avgifter),21.09.2004,Grå,Forhjulsdrift,109 Hk,1.6 l,1 438 kg,178 g/km,4,Cabriolet,2,3,Norge,Bruktbil til salgs,Personbil,DK86273,VF33BNFUC83772978,1 200 kg
341382285,2006,217 922 km,Manuell,Diesel,1 845 kr (avgifter),22.02.2006,Sølv,Forhjulsdrift,90 Hk,1.4 l,1 205 kg,128 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,CV44962,SB1KC20E60F031651,1 000 kg
341332527,2005,12 345 678 km,Automat,Bensin,1 845 kr (avgifter),28.10.2004,Svart,Firehjulsdrift,209 Hk,2.5 l,2 088 kg,282 g/km,7,SUV/Offroad,5,9,Norge,Bruktbil til salgs,Personbil,CF29043,YV1CZ595751159908,2 250 kg
337559609,2004,294 000 km,Automat,Bensin,Fritatt (avgifter),17.09.2004,Sølv,Bakhjulsdrift,163 Hk,1.8 l,1 530 kg,214 g/km,5,Sedan,4,10,Norge,Bruktbil til salgs,Personbil,VX29294,WDB2110421A463462,1 900 kg
338807796,2008,331 893 km,Manuell,Diesel,1 845 kr (avgifter),25.10.2007,Grå,Firehjulsdrift,105 Hk,1.9 l,1 389 kg,158 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,TV75772,WVWZZZ1KZ8W116320,1 500 kg
341344762,2007,293 000 km,Automat,Diesel,1 845 kr (avgifter),19.11.2007,Grå,Forhjulsdrift,131 Hk,2 l,1 522 kg,189 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,RJ78613,WF0GXXGBBG7S60137,2 000 kg
331405232,2006,110 000 km,Manuell,Bensin,1 777 kr (avgifter),27.04.2006,Svart,Bakhjulsdrift,116 Hk,1.6 l,1 340 kg,184 g/km,5,Sedan,4,4,Norge,Bruktbil til salgs,Personbil,ZH18320,WBAVA110X0KV55644,1 100 kg
341339015,1999,151 690 km,Manuell,Bensin,1 845 kr (avgifter),02.06.1999,Blå,Forhjulsdrift,101 Hk,1.6 l,1 100 kg,192 g/km,5,Kombi 5-dørs,5,8,Norge,Bruktbil til salgs,Personbil,DJ66030,W0L0TGF48X5252962,1 150 kg
341323168,2009,222 490 km,Manuell,Diesel,1 845 kr (avgifter),31.08.2009,Svart,Forhjulsdrift,90 Hk,1.6 l,1 277 kg,119 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,BR83154,WF0PXXGCDP9R05897,1 200 kg
341296408,2007,225 000 km,Manuell,Bensin,1 845 kr (avgifter),18.10.2007,Sølv,Forhjulsdrift,110 Hk,1.6 l,1 315 kg,173 g/km,5,Stasjonsvogn,4,9,Norge,Bruktbil til salgs,Personbil,DL76029,SB1EZ56L80E062327,1 300 kg
341291677,2007,325 363 km,Manuell,Diesel,1 845 kr (avgifter),04.07.2023,Brun,Firehjulsdrift,140 Hk,2 l,1 477 kg,158 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,PD74792,WVWZZZ3CZ7E063739,1 500 kg
341281873,2003,421 000 km,Automat,Diesel,1 845 kr (avgifter),05.04.2004,Svart,Forhjulsdrift,131 Hk,2.4 l,1 567 kg,204 g/km,5,Sedan,4,16,Norge,Bruktbil til salgs,Personbil,CV40319,YV1TS743931314512,1 800 kg
341267824,2005,119 315 km,Automat,Bensin,1 845 kr (avgifter),13.10.2005,Sølv,Forhjulsdrift,150 Hk,2 l,1 580 kg,251 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,PP60241,YS3EF59C153532287,1 800 kg
341223804,2008,158 708 km,Manuell,Diesel,1 845 kr (avgifter),09.07.2021,Grå,Forhjulsdrift,90 Hk,1.6 l,1 280 kg,120 g/km,5,Sedan,4,9,Norge,Bruktbil til salgs,Personbil,VJ25920,VF3WC9HXC34101345,1 150 kg
341263024,2007,259 044 km,Manuell,Diesel,1 845 kr (avgifter),22.06.2007,Blå,Forhjulsdrift,105 Hk,1.9 l,1 625 kg,159 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,KH50410,WVWZZZ3CZ7E104076,1 500 kg
341240236,2003,150 000 km,Manuell,Diesel,Fritatt (avgifter),14.03.2003,Rød,Firehjulsdrift,114 Hk,2.2 l,1 525 kg,190 g/km,5,SUV/Offroad,4,5,Norge,Bruktbil til salgs,Personbil,TL21618,JN1TENT30U0034480,2 000 kg
341218004,2008,277 000 km,Manuell,Diesel,1 845 kr (avgifter),31.03.2008,Svart,Forhjulsdrift,109 Hk,1.6 l,1 275 kg,128 g/km,5,Kombi 5-dørs,5,12,Norge,Bruktbil til salgs,Personbil,XD79214,JMZBK14Y281677050,1 300 kg
341219456,2000,105 000 km,Manuell,Bensin,1 845 kr (avgifter),15.09.2000,Blå,Forhjulsdrift,68 Hk,1 l,865 kg,137 g/km,5,Kombi 5-dørs,4,5,Norge,Bruktbil til salgs,Personbil,ST45906,JTDKV123703204946,650 kg
341214340,2007,0 km,Manuell,Diesel,1 845 kr (avgifter),03.04.2007,Svart,Forhjulsdrift,116 Hk,2 l,1 564 kg,163 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,DL60227,WF0WXXGBBW7D51368,1 800 kg
341208285,2005,156 813 km,Manuell,Bensin,1 800 kr (avgifter),01.09.2005,Sølv,Forhjulsdrift,91 Hk,1.3 l,1 065 kg,148 g/km,5,Sedan,4,9,Norge,Bruktbil til salgs,Personbil,AA50948,TSMMZC11S00116611,1 000 kg
341202275,2011,256 864 km,Manuell,Diesel,Fritatt (avgifter),11.04.2011,Hvit,Forhjulsdrift,116 Hk,1.6 l,1 570 kg,125 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,PP94635,WF0GXXGBBGBD71596,1 600 kg
341182604,2011,154 300 km,Automat,Bensin,1 845 kr (avgifter),16.12.2010,Sølv,Forhjulsdrift,95 Hk,1.3 l,975 kg,127 g/km,5,Kombi 5-dørs,4,7,Norge,Bruktbil til salgs,Personbil,RK25752,XMCXJZ34ABF002236,1 000 kg
340727159,2008,347 000 km,Manuell,Diesel,845 kr (avgifter),01.08.2007,Grå,Forhjulsdrift,126 Hk,2.4 l,1 622 kg,172 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,JR27277,YV1SW814282680243,1 800 kg
341129800,2002,201 170 km,Manuell,Bensin,1 845 kr (avgifter),20.03.2002,Blå,Forhjulsdrift,68 Hk,1 l,850 kg,137 g/km,5,Kombi 3-dørs,3,7,Norge,Bruktbil til salgs,Personbil,NE91097,JTDJV123000367810,650 kg
341126322,2008,298 000 km,Manuell,Diesel,Fritatt (avgifter),03.06.2008,Svart,Forhjulsdrift,105 Hk,1.9 l,1 552 kg,137 g/km,5,Stasjonsvogn,5,9,Norge,Bruktbil til salgs,Personbil,HS94456,WVWZZZ3CZ8E189312,1 200 kg
336249461,2003,242 000 km,Automat,Bensin,1 845 kr (avgifter),05.07.2005,Svart,Bakhjulsdrift,163 Hk,1.8 l,1 670 kg,230 g/km,5,Stasjonsvogn,5,7,Norge,Bruktbil til salgs,Personbil,SU17024,WDB2112421A476607,2 100 kg
340997492,2009,290 000 km,Manuell,Bensin,1 845 kr (avgifter),28.08.2009,Sølv,Forhjulsdrift,95 Hk,1.3 l,975 kg,119 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,SD47854,XMCXNZ33A9F039611,1 000 kg
340972845,2006,85 250 km,Manuell,Bensin,1 845 kr (avgifter),02.01.2006,Grå,Forhjulsdrift,67 Hk,1 l,830 kg,0 g/km,4,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,BR25275,JTDKG10C00N025830,0 kg
340933587,2007,201 000 km,Automat,Diesel,1 845 kr (avgifter),11.01.2007,Svart,Forhjulsdrift,105 Hk,1.9 l,1 654 kg,161 g/km,7,Flerbruksbil,5,12,Norge,Bruktbil til salgs,Personbil,PP68279,WVGZZZ1TZ7W013912,1 500 kg
340896121,2002,166 050 km,Manuell,Bensin,1 845 kr (avgifter),07.08.2001,Sølv,Forhjulsdrift,98 Hk,1.6 l,1 175 kg,171 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,LY53738,XMCLNDG3A2F005991,1 200 kg
340900915,2008,316 000 km,Automat,Diesel,1 845 kr (avgifter),03.04.2008,Svart,Forhjulsdrift,140 Hk,2 l,1 519 kg,165 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,SU59918,WVWZZZ3CZ8E189900,1 800 kg
340900847,2010,144 000 km,Manuell,Bensin,1 845 kr (avgifter),01.11.2010,Sølv,Forhjulsdrift,69 Hk,1 l,890 kg,118 g/km,5,Kombi 5-dørs,5,4,Norge,Bruktbil til salgs,Personbil,BD69190,JDAM300F001015703,750 kg
340898740,2008,253 000 km,Manuell,Diesel,1 845 kr (avgifter),27.09.2008,Svart,Forhjulsdrift,126 Hk,2 l,1 465 kg,155 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,VF99999,SB1ED56L50E071789,1 300 kg
340856953,2007,286 600 km,Automat,Diesel,1 845 kr (avgifter),23.10.2006,Grønn,Forhjulsdrift,140 Hk,2 l,1 674 kg,178 g/km,5,Stasjonsvogn,5,9,Norge,Bruktbil til salgs,Personbil,VF81774,WVWZZZ3CZ7E051677,1 800 kg
340896198,2004,158 062 km,Manuell,Diesel,1 845 kr (avgifter),10.01.2006,Blå,Forhjulsdrift,109 Hk,1.6 l,1 317 kg,129 g/km,5,Flerbruksbil,5,4,Norge,Bruktbil til salgs,Personbil,KH39606,WF0MXXGCDM4G88073,1 300 kg
340893802,2013,129 000 km,Manuell,Bensin,4 672 kr (avgifter),11.10.2013,Brun,Forhjulsdrift,101 Hk,1 l,1 049 kg,99 g/km,5,Kombi 5-dørs,5,9,Norge,Bruktbil til salgs,Personbil,NF64074,WF0DXXGAKDDC71315,900 kg
340845252,2005,214 650 km,Manuell,Bensin,3 074 kr (avgifter),24.06.2005,Svart,Forhjulsdrift,80 Hk,1.4 l,1 134 kg,155 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,SU16370,WF0UXXGAJU5B49746,900 kg
338070384,2005,238 855 km,Manuell,Diesel,1 845 kr (avgifter),02.05.2006,Sølv,Forhjulsdrift,109 Hk,1.6 l,1 337 kg,132 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,NF20846,YV1MW763252110740,1 300 kg
340883353,2004,137 125 km,Automat,Bensin,3 074 kr (avgifter),24.08.2004,Grå,Forhjulsdrift,65 Hk,1 l,915 kg,129 g/km,5,Kombi 5-dørs,4,8,Norge,Bruktbil til salgs,Personbil,ST94365,VNKKV18340A351364,650 kg
340813059,2014,147 000 km,Manuell,Diesel,1 476 kr (avgifter),29.04.2014,Hvit,Forhjulsdrift,90 Hk,1.2 l,1 365 kg,126 g/km,2,Kasse,4,8,Norge,Bruktbil til salgs,Varebil,SV51060,ZFA26300009213514,1 000 kg
340510645,2009,231 000 km,Manuell,Diesel,1 845 kr (avgifter),12.05.2009,Svart,Forhjulsdrift,110 Hk,2 l,1 730 kg,159 g/km,5,Stasjonsvogn,4,10,Norge,Bruktbil til salgs,Personbil,SU73017,W0LGM87H391068182,1 600 kg
340776952,2007,207 400 km,Manuell,Diesel,1 845 kr (avgifter),11.06.2015,Rød,Forhjulsdrift,109 Hk,1.6 l,1 417 kg,134 g/km,7,Flerbruksbil,5,2,Norge,Bruktbil til salgs,Personbil,SV62922,VF33H9HZC85093171,1 300 kg
340727258,2007,186 000 km,Manuell,Diesel,1 845 kr (avgifter),15.10.2019,Svart,Forhjulsdrift,109 Hk,1.6 l,1 642 kg,148 g/km,5,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,JV31073,VF36E9HZC21626737,1 300 kg
340727755,2007,420 000 km,Automat,Diesel,1 845 kr (avgifter),17.01.2007,Grå,Forhjulsdrift,163 Hk,2.4 l,1 578 kg,209 g/km,5,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Personbil,CF39423,YV1SW694071623062,1 800 kg
340695667,2006,219 000 km,Automat,Bensin,1 845 kr (avgifter),22.09.2006,Sølv,Firehjulsdrift,140 Hk,2 l,1 480 kg,232 g/km,5,SUV/Offroad,5,4,Norge,Bruktbil til salgs,Personbil,AE14951,JN1TANT30U0124887,1 300 kg
340645047,2005,88 700 km,Manuell,Bensin,Fritatt (avgifter),19.04.2005,Svart,Forhjulsdrift,60 Hk,1 l,1 011 kg,123 g/km,5,Kombi 5-dørs,4,9,Norge,Bruktbil til salgs,Personbil,DL10354,KNEBA24425T135144,700 kg
331321828,2005,131 024 km,Manuell,Bensin,1 777 kr (avgifter),22.11.2005,Svart,Forhjulsdrift,58 Hk,1.1 l,935 kg,143 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,UF28030,VF1BB1KEF34879344,1 100 kg
