Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Omregistrering,1. gang registrert,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2-utslipp,Antall seter,Karosseri,Antall dører,Antall eiere,Bilen står i,Salgsform,Avgiftsklasse,Reg.nr.,Chassis nr. (VIN),Maksimal tilhengervekt
341283851,2017,104 000 km,Automat,Bensin,4 305 kr (avgifter),17.02.2017,Svart,Forhjulsdrift,116 Hk,1.2 l,1 285 kg,129 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,FT56335,SJNFEAJ11U1920373,1 000 kg
340307123,2017,110 000 km,Manuell,Diesel,1 476 kr (avgifter),28.12.2016,Hvit,Forhjulsdrift,102 Hk,2 l,1 304 kg,117 g/km,2,Stasjonsvogn,5,4,Norge,Bruktbil til salgs,Varebil,YF10935,WV1ZZZ2KZHX065748,1 500 kg
338259647,2017,85 500 km,Automat,Bensin,4 305 kr (avgifter),11.08.2017,Grå,Forhjulsdrift,150 Hk,1.4 l,1 265 kg,125 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,SV83665,W0VBE8EC6H8100375,1 420 kg
325975897,2017,157 400 km,Manuell,Diesel,Fritatt (avgifter),24.05.2017,Hvit,Firehjulsdrift,122 Hk,2 l,1 503 kg,146 g/km,2,Stasjonsvogn,6,1,Norge,Bruktbil til salgs,Varebil,ZH50055,WV1ZZZ2KZHX137219,1 450 kg
308044848,2017,195 000 km,Manuell,Diesel,1 476 kr (avgifter),24.05.2017,Hvit,Firehjulsdrift,150 Hk,2 l,1 931 kg,176 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,DR29533,WV1ZZZ7HZHH138104,2 500 kg
277435261,2017,106 700 km,Automat,El + Bensin,4 034 kr (avgifter),09.03.2017,Svart,Forhjulsdrift,122 Hk,1.8 l,1 420 kg,87 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,UF75466,NMTKZ3BX50R032741,725 kg
341724937,2017,188 666 km,Automat,Diesel,4 305 kr (avgifter),13.02.2017,Svart,Forhjulsdrift,150 Hk,2 l,1 466 kg,119 g/km,5,Stasjonsvogn,5,33,Norge,Bruktbil til salgs,Personbil,VH86141,WVWZZZ3CZHE099331,2 000 kg
341142274,2017,96 700 km,Automat,El + Bensin,4 305 kr (avgifter),24.05.2017,Grå,Forhjulsdrift,122 Hk,1.8 l,1 420 kg,87 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,SV81269,NMTKZ3BX90R042687,725 kg
340641983,2017,75 000 km,Automat,El + Bensin,4 305 kr (avgifter),27.02.2017,Grå,Forhjulsdrift,122 Hk,1.8 l,1 420 kg,87 g/km,5,Kombi 5-dørs,5,7,Norge,Bruktbil til salgs,Personbil,UF75222,NMTKZ3BX80R024939,725 kg
339342538,2017,120 000 km,Automat,El + Bensin,4 305 kr (avgifter),07.06.2017,Grå,Forhjulsdrift,259 Hk,1.4 l,1 540 kg,40 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,FT57643,WAUZZZ8V3HA139155,1 400 kg
338718381,2017,167 000 km,Automat,Diesel,4 305 kr (avgifter),28.02.2017,Svart,Firehjulsdrift,179 Hk,2 l,1 628 kg,141 g/km,5,Stasjonsvogn,5,6,Norge,Bruktbil til salgs,Personbil,FT56751,WF0FXXWPCFHJ74720,2 000 kg
303433577,2017,33 500 km,Automat,Diesel,4 147 kr (avgifter),21.02.2017,Grå,Forhjulsdrift,136 Hk,1.6 l,1 279 kg,119 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,XR64342,W0LBE6EG6HG082613,1 700 kg
314530883,2017,61 300 km,Manuell,Bensin,4 305 kr (avgifter),20.12.2016,Grå,Forhjulsdrift,117 Hk,1.6 l,1 260 kg,132 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,DR18453,JMBXNGA1WHZ004905,1 200 kg
340904736,2017,105 904 km,Automat,El + Bensin,4 305 kr (avgifter),22.12.2016,Svart,Forhjulsdrift,218 Hk,1.4 l,1 660 kg,40 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,AJ85578,WVWZZZ3CZHE109139,1 600 kg
338638500,2017,81 000 km,Manuell,Diesel,1 476 kr (avgifter),20.02.2017,Hvit,Firehjulsdrift,122 Hk,2 l,1 503 kg,152 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,XK26463,WV1ZZZ2KZHX095823,1 450 kg
334623971,2017,65 000 km,Manuell,Diesel,1 476 kr (avgifter),09.03.2017,Hvit,Forhjulsdrift,102 Hk,2 l,1 392 kg,127 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,LY87925,WV1ZZZ2KZHX106318,1 500 kg
337530447,2017,74 950 km,Manuell,Diesel,1 476 kr (avgifter),15.11.2016,Grå,Firehjulsdrift,122 Hk,2 l,1 414 kg,146 g/km,2,Kasse,5,7,Norge,Bruktbil til salgs,Varebil,KJ26156,WV1ZZZ2KZHX005074,1 500 kg
341249364,2017,205 100 km,Automat,Diesel,1 476 kr (avgifter),29.05.2017,Sølv,Firehjulsdrift,150 Hk,2 l,2 086 kg,167 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,KJ39378,WV1ZZZ7HZHH147447,2 500 kg
341090891,2017,188 600 km,Automat,El + Bensin,4 305 kr (avgifter),17.02.2017,Svart,Firehjulsdrift,150 Hk,2 l,1 860 kg,41 g/km,5,SUV/Offroad,4,8,Norge,Bruktbil til salgs,Personbil,AY33548,JMBXDGG2WHZ005741,1 500 kg
339937124,2017,69 476 km,Manuell,Diesel,1 476 kr (avgifter),27.02.2017,Svart,Forhjulsdrift,122 Hk,2 l,1 613 kg,139 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,UX68135,VF3VFAHKHGZ071642,2 500 kg
337846137,2017,75 414 km,Automat,Bensin,Fritatt (avgifter),25.01.2017,Svart,Forhjulsdrift,116 Hk,1.2 l,1 285 kg,133 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,LS87581,SJNFEAJ11U1811192,1 000 kg
330620744,2017,94 617 km,Automat,El + Bensin,4 305 kr (avgifter),21.07.2017,Blå,Forhjulsdrift,122 Hk,1.8 l,1 375 kg,76 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,ZD23314,JTDKB3FU603547223,725 kg
342020223,2017,74 000 km,Manuell,Bensin,4 305 kr (avgifter),28.12.2017,Grå,Forhjulsdrift,110 Hk,1.2 l,1 320 kg,119 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,SV87003,VF77JHNZ6HJ873123,1 300 kg
340120842,2017,131 000 km,Automat,El + Bensin,4 305 kr (avgifter),18.01.2017,Blå,Forhjulsdrift,218 Hk,1.4 l,1 660 kg,40 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,DR22187,WVWZZZ3CZHE117198,1 600 kg
224890741,2017,163 500 km,Automat,Bensin,4 305 kr (avgifter),22.06.2017,Svart,Bakhjulsdrift,136 Hk,1.5 l,1 490 kg,129 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,DR30863,WBA8K1105HA027098,1 300 kg
339619132,2017,90 020 km,Automat,Diesel,4 305 kr (avgifter),13.12.2016,Sølv,Forhjulsdrift,120 Hk,1.6 l,1 425 kg,104 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,BT55614,WVWZZZ3CZHE112113,1 500 kg
340118071,2017,168 000 km,Automat,Bensin,4 305 kr (avgifter),19.01.2017,Grå,Forhjulsdrift,150 Hk,1.4 l,1 415 kg,126 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,LY81166,WAUZZZF48HA080291,1 500 kg
340047024,2017,80 000 km,Automat,El + Bensin,4 305 kr (avgifter),19.04.2017,Svart,Forhjulsdrift,122 Hk,1.8 l,1 420 kg,87 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,CV84268,NMTKZ3BX70R045376,725 kg
341808078,2021,21 000 km,Manuell,Diesel,2 336 kr (avgifter),19.03.2021,Grå,Forhjulsdrift,116 Hk,1.5 l,1 493 kg,154 g/km,3,Kasse,5,2,Norge,Bruktbil til salgs,Varebil,AE61365,VF1WF000466487569,1 050 kg
341130133,2021,26 477 km,Manuell,Bensin,2 336 kr (avgifter),30.11.2021,Grå,Forhjulsdrift,100 Hk,1 l,1 206 kg,156 g/km,2,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,SX24090,WF0WXXTACWMC09395,850 kg
338589624,2021,41 000 km,Manuell,Diesel,2 336 kr (avgifter),21.01.2021,Hvit,Forhjulsdrift,105 Hk,1.6 l,1 555 kg,170 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,CH15254,ZFA26300006S72205,1 300 kg
341338276,2021,61 000 km,Manuell,El + Bensin,4 672 kr (avgifter),23.02.2021,Grå,Firehjulsdrift,83 Hk,1.2 l,975 kg,121 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,HB86237,JSAAZDA3S00501064,1 000 kg
340265819,2021,32 700 km,Automat,Elektrisitet,7 129 kr (avgifter),31.05.2021,Rød,Forhjulsdrift,141 Hk,0 l,1 491 kg,0 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,EC45697,LSJW7409XLZ174362,0 kg
339974294,2021,28 279 km,Manuell,Diesel,2 336 kr (avgifter),11.05.2021,Sølv,Forhjulsdrift,75 Hk,1.5 l,1 320 kg,144 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,KU11663,YAREFYHWCGJ943704,1 230 kg
330353997,2021,65 600 km,Manuell,El + Bensin,4 672 kr (avgifter),22.04.2021,Svart,Firehjulsdrift,83 Hk,1.2 l,975 kg,121 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,JR34259,JSAAZDA3S00502895,1 000 kg
337276924,2021,47 000 km,Automat,El + Bensin,Fritatt (avgifter),25.05.2021,Blå,Forhjulsdrift,116 Hk,1.5 l,1 085 kg,92 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,NV78469,VNKKBAC320A139563,450 kg
324883679,2021,47 800 km,Manuell,Diesel,2 336 kr (avgifter),31.08.2021,Grå,Forhjulsdrift,100 Hk,1.5 l,1 398 kg,141 g/km,3,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,BE28988,VR3EFYHYCMJ757733,1 350 kg
290215300,2021,47 500 km,Manuell,Diesel,2 336 kr (avgifter),11.10.2021,Hvit,Forhjulsdrift,131 Hk,1.5 l,1 517 kg,145 g/km,3,Kasse,6,2,Norge,Bruktbil til salgs,Varebil,KB52014,VR3EFYHZJMJ626237,1 500 kg
323582647,2021,31 878 km,Manuell,Diesel,2 250 kr (avgifter),05.10.2021,Svart,Forhjulsdrift,102 Hk,1.5 l,1 320 kg,142 g/km,3,Kasse,6,2,Norge,Bruktbil til salgs,Varebil,AJ93544,YAREFYHYCGJ948598,1 350 kg
333432514,2021,35 020 km,Automat,Bensin,4 672 kr (avgifter),11.10.2021,Svart,Forhjulsdrift,95 Hk,1 l,1 121 kg,128 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,UN39896,WVWZZZAWZMU105591,1 000 kg
332533576,2021,59 420 km,Manuell,El + Bensin,4 672 kr (avgifter),25.02.2021,Sølv,Firehjulsdrift,86 Hk,1.2 l,975 kg,121 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,KU10856,JSAAZDA3S00501237,1 000 kg
332440122,2021,47 995 km,Automat,Bensin,4 672 kr (avgifter),11.10.2021,Svart,Forhjulsdrift,95 Hk,1 l,1 121 kg,128 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,UN40073,WVWZZZAWZMU106079,1 000 kg
339473638,2021,29 890 km,Automat,Bensin,4 672 kr (avgifter),20.09.2021,Svart,Forhjulsdrift,95 Hk,1 l,1 178 kg,128 g/km,5,Kombi 5-dørs,5,3,Norge,Bruktbil til salgs,Personbil,HB86883,WVWZZZAWZMU102993,1 000 kg
342374870,2021,9 900 km,Automat,Elektrisitet,7 129 kr (avgifter),03.09.2021,Blå,Forhjulsdrift,134 Hk,0 l,1 527 kg,0 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,EC84647,KMHC851JFMU074984,0 kg
341869125,2021,88 714 km,Automat,Diesel,2 336 kr (avgifter),15.02.2021,Svart,Forhjulsdrift,131 Hk,1.5 l,1 506 kg,153 g/km,2,Kasse,5,1,Norge,Bruktbil til salgs,Varebil,SD97234,W0VEFYHZRMJ525127,1 000 kg
341363086,2021,58 062 km,Automat,El + Bensin,7 129 kr (avgifter),09.02.2021,Grønn,Forhjulsdrift,170 Hk,1.8 l,1 290 kg,112 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,SX19286,SB1Z93BE60E140472,750 kg
335769009,2007,252 000 km,Automat,Diesel,1 777 kr (avgifter),20.12.2006,Sølv,Firehjulsdrift,232 Hk,3 l,2 400 kg,282 g/km,7,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,DL52371,WAUZZZ4L47D067335,3 200 kg
342614092,2013,198 320 km,Automat,Diesel,1 476 kr (avgifter),17.12.2012,Grå,Firehjulsdrift,179 Hk,2 l,1 903 kg,232 g/km,3,Kasse,4,1,Norge,Bruktbil til salgs,Varebil,ZH36637,WV1ZZZ7HZDH034676,2 500 kg
341762692,2009,197 617 km,Automat,Diesel,1 845 kr (avgifter),19.11.2008,Grå,Forhjulsdrift,190 Hk,2.7 l,1 575 kg,167 g/km,4,Coupe,2,6,Norge,Bruktbil til salgs,Personbil,RK85130,WAUZZZ8T09A028644,1 700 kg
341992379,2008,160 000 km,Automat,Diesel,1 845 kr (avgifter),22.02.2008,Grå,Bakhjulsdrift,177 Hk,2 l,1 520 kg,145 g/km,4,Coupe,2,5,Norge,Bruktbil til salgs,Personbil,JD49052,WBAWD11000P196481,1 600 kg
342409155,2012,212 671 km,Automat,Diesel,1 845 kr (avgifter),09.09.2011,Grå,Firehjulsdrift,204 Hk,3 l,1 720 kg,149 g/km,5,Sedan,4,4,Norge,Bruktbil til salgs,Personbil,BS32005,WAUZZZ4G1CN044229,1 800 kg
341352188,2012,350 000 km,Manuell,Diesel,1 476 kr (avgifter),14.11.2012,Grå,Firehjulsdrift,122 Hk,2.4 l,1 975 kg,291 g/km,2,SUV/Offroad,5,1,Norge,Bruktbil til salgs,Varebil,BS54409,SALLDHMP8CA419898,3 500 kg
313204871,2012,161 000 km,Automat,Diesel,4 147 kr (avgifter),24.05.2012,Grå,Forhjulsdrift,140 Hk,2 l,1 776 kg,149 g/km,7,Stasjonsvogn,4,5,Norge,Bruktbil til salgs,Personbil,RK47297,WVWZZZ7NZCV045201,2 200 kg
340952899,2011,186 000 km,Manuell,Diesel,1 231 kr (avgifter),12.10.2011,Sølv,Firehjulsdrift,163 Hk,2 l,1 918 kg,209 g/km,2,Pickup,4,2,Norge,Bruktbil til salgs,Varebil,SV17721,WV1ZZZ2HZB8059320,2 800 kg
340685372,2009,278 500 km,Manuell,Diesel,1 231 kr (avgifter),24.02.2009,Grå,Firehjulsdrift,120 Hk,2.5 l,1 840 kg,219 g/km,2,Pickup,2,8,Norge,Bruktbil til salgs,Varebil,RZ31568,MR0HR29G202024309,2 250 kg
306795326,2007,282 000 km,Automat,Diesel,1 777 kr (avgifter),30.03.2012,Grå,Firehjulsdrift,235 Hk,3 l,1 705 kg,186 g/km,5,Sedan,4,7,Norge,Bruktbil til salgs,Personbil,BS40869,WBANY71050CT68014,2 000 kg
340320569,2015,467 521 km,Automat,Diesel,1 476 kr (avgifter),01.06.2015,Sølv,Bakhjulsdrift,163 Hk,2.1 l,2 281 kg,197 g/km,3,Kasse,6,7,Norge,Bruktbil til salgs,Varebil,KT89985,WDB9066351P111033,2 800 kg
339592917,2011,183 000 km,Automat,Diesel,1 845 kr (avgifter),04.07.2012,Hvit,Bakhjulsdrift,184 Hk,2 l,1 715 kg,139 g/km,5,Stasjonsvogn,5,12,Norge,Bruktbil til salgs,Personbil,BS50881,WBAMX110X0DU39049,2 000 kg
339112824,2011,237 000 km,Automat,Diesel,1 845 kr (avgifter),25.01.2011,Grå,Firehjulsdrift,163 Hk,2.4 l,1 739 kg,184 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,BS20130,YV1DZ8056B2183050,2 000 kg
339039862,2015,398 799 km,Automat,Diesel,1 476 kr (avgifter),04.03.2019,Hvit,Bakhjulsdrift,163 Hk,2.1 l,2 640 kg,213 g/km,3,Flerbruksbil,2,5,Norge,Bruktbil til salgs,Varebil,SV95292,WDB9061351N585327,2 000 kg
338951698,2014,151 850 km,Automat,Diesel,4 305 kr (avgifter),19.05.2014,Rød,Firehjulsdrift,150 Hk,2.2 l,1 611 kg,144 g/km,5,SUV/Offroad,4,3,Norge,Bruktbil til salgs,Personbil,BS94835,JMZKEN91800279919,2 000 kg
318687797,2015,75 653 km,Manuell,Bensin,4 147 kr (avgifter),30.12.2015,Svart,Forhjulsdrift,135 Hk,1.6 l,1 305 kg,149 g/km,5,SUV/Offroad,5,4,Norge,Bruktbil til salgs,Personbil,DP88724,U5YPC814AFL729716,1 200 kg
322719379,2015,112 000 km,Automat,El + Bensin,4 147 kr (avgifter),08.09.2015,Svart,Forhjulsdrift,204 Hk,1.4 l,1 524 kg,35 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,BT49798,WVWZZZAUZFW800305,1 500 kg
311103958,2012,234 000 km,Automat,Diesel,4 147 kr (avgifter),27.03.2012,Grå,Bakhjulsdrift,163 Hk,2 l,1 790 kg,136 g/km,5,Stasjonsvogn,4,3,Norge,Bruktbil til salgs,Personbil,ZZ12938,WBAMX11030DU50748,2 000 kg
340886924,2016,102 600 km,Automat,El + Bensin,4 305 kr (avgifter),01.09.2016,Grå,Forhjulsdrift,204 Hk,1.4 l,1 524 kg,37 g/km,5,Kombi 5-dørs,5,6,Norge,Bruktbil til salgs,Personbil,KT92848,WVWZZZAUZGW817332,1 500 kg
342087097,2012,182 711 km,Automat,Diesel,4 305 kr (avgifter),09.02.2012,Grå,Bakhjulsdrift,184 Hk,2 l,1 505 kg,118 g/km,5,Sedan,4,5,Norge,Bruktbil til salgs,Personbil,KH81209,WBA3D31080F236942,1 600 kg
341762172,2013,143 900 km,Automat,Diesel,4 305 kr (avgifter),16.08.2013,Svart,Firehjulsdrift,150 Hk,2.2 l,1 611 kg,144 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,JD67309,JMZKEN91800224643,2 000 kg
341706114,2014,163 000 km,Automat,Diesel,4 034 kr (avgifter),21.10.2013,Hvit,Forhjulsdrift,184 Hk,2 l,1 427 kg,129 g/km,5,Stasjonsvogn,4,4,Norge,Bruktbil til salgs,Personbil,DP38035,TMBJK9NE0E0040657,1 600 kg
341353681,2014,137 500 km,Automat,Bensin,4 305 kr (avgifter),16.09.2013,Brun,Forhjulsdrift,179 Hk,1.8 l,1 260 kg,131 g/km,5,Annet,4,2,Norge,Bruktbil til salgs,Personbil,RK66789,TMBAD9NEXE0049473,1 600 kg
341351461,2016,191 000 km,Automat,El + Bensin,4 305 kr (avgifter),21.12.2015,Rød,Firehjulsdrift,150 Hk,2 l,1 845 kg,42 g/km,5,SUV/Offroad,4,8,Norge,Bruktbil til salgs,Personbil,BT37108,JMBXDGG2WGZ005682,1 500 kg
339962933,2015,189 000 km,Automat,Diesel,4 305 kr (avgifter),11.06.2015,Grå,Firehjulsdrift,184 Hk,2 l,1 484 kg,134 g/km,5,Stasjonsvogn,4,3,Norge,Bruktbil til salgs,Personbil,DP75619,TMBLK9NE1F0250307,1 800 kg
191911343,2014,188 000 km,Automat,Diesel,4 305 kr (avgifter),23.12.2014,Oransje,Firehjulsdrift,180 Hk,2 l,1 641 kg,140 g/km,5,SUV/Offroad,5,2,Norge,Bruktbil til salgs,Personbil,AY26510,WF0AXXWPMAEA11272,2 100 kg
341038389,2012,235 000 km,Automat,Diesel,4 305 kr (avgifter),15.11.2012,Svart,Bakhjulsdrift,170 Hk,2.1 l,1 770 kg,142 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,XD83475,WDD2122021A725319,2 100 kg
341034756,2015,98 300 km,Automat,El + Bensin,4 305 kr (avgifter),08.07.2015,Grå,Forhjulsdrift,148 Hk,1.4 l,1 540 kg,0 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,BT28388,WAUZZZ8V8FA125359,0 kg
340635458,2015,114 474 km,Manuell,Diesel,1 476 kr (avgifter),02.10.2014,Grå,Forhjulsdrift,125 Hk,2.2 l,2 001 kg,186 g/km,3,Kasse,6,1,Norge,Bruktbil til salgs,Varebil,NF70146,WF0YXXTTGYEP64564,2 500 kg
329293202,2018,171 300 km,Automat,El + Bensin,4 147 kr (avgifter),15.09.2017,Sølv,Forhjulsdrift,218 Hk,1.4 l,1 660 kg,40 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,DR35631,WVWZZZ3CZJE035725,1 600 kg
319921992,2018,98 500 km,Automat,Diesel,4 147 kr (avgifter),08.02.2018,Grå,Forhjulsdrift,109 Hk,1.5 l,1 304 kg,116 g/km,5,SUV/Offroad,5,4,Norge,Bruktbil til salgs,Personbil,PR46436,VF1HJD20458950535,1 500 kg
340480060,2004,177 000 km,Automat,Bensin,1 845 kr (avgifter),20.12.2004,Svart,Firehjulsdrift,231 Hk,3 l,2 095 kg,312 g/km,5,SUV/Offroad,4,5,Norge,Bruktbil til salgs,Personbil,BR10494,WBAFA110X0LT54020,2 300 kg
340454821,2014,73 500 km,Manuell,Diesel,Fritatt (avgifter),06.03.2014,Hvit,Bakhjulsdrift,136 Hk,2.1 l,1 881 kg,187 g/km,3,Kasse,6,3,Norge,Bruktbil til salgs,Varebil,DP46632,WDF63960313869628,2 000 kg
340324521,2015,109 000 km,Manuell,Diesel,4 305 kr (avgifter),10.04.2015,Svart,Forhjulsdrift,116 Hk,1.7 l,1 506 kg,120 g/km,7,Flerbruksbil,5,3,Norge,Bruktbil til salgs,Personbil,AJ81819,KNAHU815AF7107806,1 500 kg
340237448,2015,205 600 km,Automat,Diesel,4 305 kr (avgifter),22.01.2015,Blå,Firehjulsdrift,150 Hk,2.3 l,1 615 kg,153 g/km,7,SUV/Offroad,4,3,Norge,Bruktbil til salgs,Personbil,TV87858,JMBXLGF6WEZD01483,2 000 kg
340231546,2013,109 800 km,Automat,Diesel,4 305 kr (avgifter),24.01.2013,Grå,Firehjulsdrift,150 Hk,2.2 l,1 603 kg,0 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,UX62629,JMZKEN91800145164,2 000 kg
340226484,2018,95 100 km,Automat,Elektrisitet,4 305 kr (avgifter),09.02.2018,Blå,Bakhjulsdrift,170 Hk,0 l,1 245 kg,0 g/km,4,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,EK75807,WBY7Z2102J7B25235,0 kg
340001499,2012,153 500 km,Automat,Diesel,4 305 kr (avgifter),23.08.2012,Rød,Firehjulsdrift,150 Hk,2.2 l,1 490 kg,144 g/km,5,SUV/Offroad,5,3,Norge,Bruktbil til salgs,Personbil,RK49572,JMZKEN91800126725,2 000 kg
339792035,2011,208 300 km,Automat,Diesel,1 845 kr (avgifter),08.05.2013,Svart,Firehjulsdrift,184 Hk,2 l,1 725 kg,147 g/km,5,SUV/Offroad,4,7,Norge,Bruktbil til salgs,Personbil,BS71179,WBAWY31010L550094,2 000 kg
339693030,2016,165 000 km,Manuell,Diesel,4 305 kr (avgifter),05.11.2015,Sølv,Forhjulsdrift,120 Hk,1.6 l,1 410 kg,107 g/km,5,Stasjonsvogn,5,2,Norge,Bruktbil til salgs,Personbil,UR94429,WVWZZZ3CZGE076383,1 500 kg
339690545,2015,119 850 km,Automat,Bensin,4 305 kr (avgifter),24.03.2015,Grå,Forhjulsdrift,150 Hk,1.6 l,1 475 kg,167 g/km,5,Stasjonsvogn,5,1,Norge,Bruktbil til salgs,Personbil,ZT50037,YV1FW45HBF1264526,1 600 kg
338937962,2015,93 500 km,Automat,Bensin,4 305 kr (avgifter),24.09.2014,Grå,Forhjulsdrift,150 Hk,1.4 l,1 241 kg,110 g/km,5,Kombi 5-dørs,5,2,Norge,Bruktbil til salgs,Personbil,CF75990,WVWZZZAUZFP026089,1 500 kg
330688464,2013,241 931 km,Automat,Diesel,4 147 kr (avgifter),25.06.2014,Hvit,Bakhjulsdrift,184 Hk,2 l,1 715 kg,133 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,BS91466,WBAMX11020DY17140,2 000 kg
338258614,2015,81 421 km,Manuell,Bensin,4 305 kr (avgifter),12.11.2015,Hvit,Forhjulsdrift,135 Hk,1.6 l,1 305 kg,149 g/km,5,SUV/Offroad,5,4,Norge,Bruktbil til salgs,Personbil,DP81432,U5YPC814AFL772689,1 200 kg
321530743,2018,190 000 km,Automat,Diesel,4 147 kr (avgifter),20.12.2017,Sølv,Forhjulsdrift,120 Hk,1.6 l,1 425 kg,104 g/km,5,Stasjonsvogn,5,3,Norge,Bruktbil til salgs,Personbil,BT75783,WVWZZZ3CZJE096705,1 500 kg
337558040,2015,196 865 km,Manuell,Diesel,4 305 kr (avgifter),21.04.2015,Grå,Firehjulsdrift,177 Hk,2 l,1 630 kg,153 g/km,5,Stasjonsvogn,5,5,Norge,Bruktbil til salgs,Personbil,VH69286,WAUZZZ8K7FA117646,1 700 kg
337584569,2012,106 000 km,Automat,Diesel,4 305 kr (avgifter),18.07.2012,Hvit,Forhjulsdrift,114 Hk,1.6 l,1 495 kg,119 g/km,5,Sedan,5,5,Norge,Bruktbil til salgs,Personbil,VH44029,YV1AS84ABC1161315,1 300 kg
334988387,2016,88 000 km,Manuell,Bensin,4 305 kr (avgifter),29.10.2015,Svart,Forhjulsdrift,135 Hk,1.6 l,1 408 kg,143 g/km,7,Flerbruksbil,5,3,Norge,Bruktbil til salgs,Personbil,YN61008,KNAHU811AG7127943,1 300 kg
335928699,2014,291 400 km,Automat,Diesel,Fritatt (avgifter),02.05.2014,Grå,Firehjulsdrift,184 Hk,2 l,1 585 kg,133 g/km,5,Stasjonsvogn,4,6,Norge,Bruktbil til salgs,Personbil,BD87405,WBA3K5109EK174483,1 600 kg
334529981,2015,90 855 km,Automat,Diesel,4 305 kr (avgifter),26.01.2015,Svart,Forhjulsdrift,131 Hk,1.6 l,1 493 kg,119 g/km,5,Kombi 5-dørs,5,5,Norge,Bruktbil til salgs,Personbil,UF66501,SJNFDAJ11U1021067,1 400 kg
333530206,2016,144 575 km,Automat,El + Bensin,4 147 kr (avgifter),08.09.2016,Grå,Forhjulsdrift,122 Hk,1.8 l,1 375 kg,76 g/km,5,Kombi 5-dørs,4,1,Norge,Bruktbil til salgs,Personbil,BD98588,JTDKB3FU703021778,725 kg
330759552,2016,69 000 km,Automat,Bensin,2 961 kr (avgifter),11.05.2016,Sølv,Forhjulsdrift,102 Hk,1.3 l,1 095 kg,114 g/km,5,Kombi 5-dørs,5,1,Norge,Bruktbil til salgs,Personbil,DP95558,JHMGK3870GX230465,1 000 kg
