,Finnkode,Specifications
2597,338584658,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""162 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""02.12.2005"", ""Farge"": ""Svart"", ""Fargebeskrivelse"": ""Svart"", ""Interi\u00f8rfarge"": ""Svart"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""116 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 415 kg"", ""CO2-utslipp"": ""184 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VF73411"", ""Chassis nr. (VIN)"": ""WBAVA11050KV55096"", ""Maksimal tilhengervekt"": ""1 100 kg"", ""Sist EU-godkjent"": ""01.02.2023"", ""Neste frist for EU-kontroll"": ""02.01.2025""}"
2604,337002909,"{""Modell\u00e5r"": ""2015"", ""Kilometer"": ""194 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 476 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""22.05.2015"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 320 kg"", ""CO2-utslipp"": ""120 g/km"", ""Antall seter"": ""3"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""NF73111"", ""Chassis nr. (VIN)"": ""VF77D9HF0FJ574360"", ""Maksimal tilhengervekt"": ""940 kg"", ""Sist EU-godkjent"": ""24.03.2024"", ""Neste frist for EU-kontroll"": ""06.03.2025""}"
2607,338461607,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""205 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 154 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""05.09.2007"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""Silver metallic"", ""Interi\u00f8rfarge"": ""Del hvit og svart"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""145 Hk"", ""Sylindervolum"": ""1,8 l"", ""Vekt"": ""1 485 kg"", ""CO2-utslipp"": ""200 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Coupe"", ""Antall d\u00f8rer"": ""3"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL56137"", ""Chassis nr. (VIN)"": ""WDB2037461A955208"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Sist EU-godkjent"": ""07.12.2023"", ""Neste frist for EU-kontroll"": ""07.12.2025""}"
2608,338444646,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""136 450 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.09.2006"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""3 000 km"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Gr\u00f8nn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 386 kg"", ""CO2-utslipp"": ""124 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VF81284"", ""Chassis nr. (VIN)"": ""WF0WXXGCDW6P60649"", ""Maksimal tilhengervekt"": ""1 200 kg""}"
2609,338429216,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""305 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""17.10.2005"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""beige skinn"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""231 Hk"", ""Sylindervolum"": ""3 l"", ""Vekt"": ""1 770 kg"", ""CO2-utslipp"": ""227 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""KH37824"", ""Chassis nr. (VIN)"": ""WBANP71060CS22482"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Neste frist for EU-kontroll"": ""27.04.2024""}"
2612,338409818,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""190 750 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""46 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.04.2011"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""95 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 263 kg"", ""CO2-utslipp"": ""109 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SV11387"", ""Chassis nr. (VIN)"": ""WF0KXXGCBKBD28090"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Sist EU-godkjent"": ""06.10.2023"", ""Neste frist for EU-kontroll"": ""23.09.2025""}"
2613,338405401,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""293 400 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 055 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""25.02.2011"", ""Farge"": ""R\u00f8d"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""126 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 596 kg"", ""CO2-utslipp"": ""140 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""NV62898"", ""Chassis nr. (VIN)"": ""SB1ED76L60E060568"", ""Maksimal tilhengervekt"": ""1 600 kg""}"
2617,338373876,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""69 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""04.11.2010"", ""Farge"": ""S\u00f8lv"", ""Interi\u00f8rfarge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""95 Hk"", ""Sylindervolum"": ""1,3 l"", ""Vekt"": ""975 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""UF47075"", ""Chassis nr. (VIN)"": ""XMCXNZ33ABF000321"", ""Maksimal tilhengervekt"": ""1 000 kg"", ""Sist EU-godkjent"": ""31.05.2022"", ""Neste frist for EU-kontroll"": ""31.05.2024""}"
2625,337590051,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""158 361 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Bensin"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""47 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.09.2006"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""160 Hk"", ""Sylindervolum"": ""2,4 l"", ""Vekt"": ""1 650 kg"", ""CO2-utslipp"": ""245 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""8"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""TL23581"", ""Chassis nr. (VIN)"": ""JMBXRCU5W6U000351"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Sist EU-godkjent"": ""25.01.2024"", ""Neste frist for EU-kontroll"": ""10.02.2026""}"
2626,338233608,"{""Modell\u00e5r"": ""2005"", ""Kilometer"": ""348 965 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""08.04.2005"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""Gr\u00e5"", ""Interi\u00f8rfarge"": ""Sort skinn"", ""Hjuldrift"": ""Bakhjulsdrift"", ""Effekt"": ""177 Hk"", ""Sylindervolum"": ""2,5 l"", ""Vekt"": ""1 670 kg"", ""CO2-utslipp"": ""208 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""11"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""DL11220"", ""Chassis nr. (VIN)"": ""WBANC51080CN30401"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Sist EU-godkjent"": ""17.01.2024"", ""Neste frist for EU-kontroll"": ""17.01.2027""}"
2629,338143621,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""193 500 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 231 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""09.07.2010"", ""Farge"": ""Gr\u00e5"", ""Fargebeskrivelse"": ""Gr\u00e5"", ""Interi\u00f8rfarge"": ""M\u00f8rk Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""86 Hk"", ""Sylindervolum"": ""1,5 l"", ""Vekt"": ""1 248 kg"", ""CO2-utslipp"": ""137 g/km"", ""Antall seter"": ""2"", ""Karosseri"": ""Kasse"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Varebil"", ""Reg.nr."": ""NV62132"", ""Chassis nr. (VIN)"": ""VSKYBAM20U0000867"", ""Maksimal tilhengervekt"": ""1 100 kg"", ""Neste frist for EU-kontroll"": ""29.01.2026""}"
2630,338183269,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""131 634 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""27.05.2011"", ""Farge"": ""Hvit"", ""Fargebeskrivelse"": ""hvit med sort tak"", ""Interi\u00f8rfarge"": ""sort og hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""92 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 155 kg"", ""CO2-utslipp"": ""104 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall d\u00f8rer"": ""2"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""VH31289"", ""Chassis nr. (VIN)"": ""VF7SA9HP0BW545391"", ""Maksimal tilhengervekt"": ""1 150 kg"", ""Neste frist for EU-kontroll"": ""19.01.2025""}"
2633,338138473,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""192 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""10.05.2010"", ""Farge"": ""Gr\u00e5"", ""Interi\u00f8rfarge"": ""Sort"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""120 Hk"", ""Sylindervolum"": ""1,9 l"", ""Vekt"": ""1 530 kg"", ""CO2-utslipp"": ""140 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SD51260"", ""Chassis nr. (VIN)"": ""ZAR93900007265593"", ""Maksimal tilhengervekt"": ""1 500 kg"", ""Sist EU-godkjent"": ""25.08.2022"", ""Neste frist for EU-kontroll"": ""16.08.2024""}"
2638,332289615,"{""Modell\u00e5r"": ""2008"", ""Kilometer"": ""206 000 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""46 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""21.10.2008"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 771 kg"", ""CO2-utslipp"": ""193 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU68125"", ""Chassis nr. (VIN)"": ""WF0SXXGBWS8G86898"", ""Maksimal tilhengervekt"": ""1 750 kg"", ""Sist EU-godkjent"": ""28.11.2023"", ""Neste frist for EU-kontroll"": ""13.11.2025""}"
2641,318449177,"{""Modell\u00e5r"": ""2011"", ""Kilometer"": ""124 400 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""44 111 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""12.09.2011"", ""Farge"": ""R\u00f8d"", ""Fargebeskrivelse"": ""R\u00f8d med svart tak"", ""Interi\u00f8rfarge"": ""Svart/gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""92 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 160 kg"", ""CO2-utslipp"": ""98 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 3-d\u00f8rs"", ""Antall d\u00f8rer"": ""3"", ""Antall eiere"": ""3"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SV16980"", ""Chassis nr. (VIN)"": ""VF7SA9HPKBW575066"", ""Maksimal tilhengervekt"": ""1 150 kg"", ""Sist EU-godkjent"": ""20.06.2023"", ""Neste frist for EU-kontroll"": ""07.06.2025""}"
2642,337997702,"{""Modell\u00e5r"": ""2010"", ""Kilometer"": ""197 219 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""23.07.2010"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""126 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 605 kg"", ""CO2-utslipp"": ""146 g/km"", ""Antall seter"": ""7"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AY12685"", ""Chassis nr. (VIN)"": ""NMTDD26R30R027891"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""31.05.2024""}"
2643,333042643,"{""Modell\u00e5r"": ""2013"", ""Kilometer"": ""220 464 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""Fritatt (avgifter)"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""15.08.2013"", ""Farge"": ""Brun"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""131 Hk"", ""Sylindervolum"": ""1,7 l"", ""Vekt"": ""1 538 kg"", ""CO2-utslipp"": ""105 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""6"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CF70855"", ""Chassis nr. (VIN)"": ""W0LPE8EX3D8061238"", ""Maksimal tilhengervekt"": ""1 200 kg"", ""Neste frist for EU-kontroll"": ""19.03.2025""}"
2645,337880013,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""182 575 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""30.01.2009"", ""Farge"": ""S\u00f8lv"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""126 Hk"", ""Sylindervolum"": ""2 l"", ""Vekt"": ""1 465 kg"", ""CO2-utslipp"": ""155 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""4"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU70474"", ""Chassis nr. (VIN)"": ""SB1ED56L40E097199"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Neste frist for EU-kontroll"": ""11.03.2024""}"
2648,337847554,"{""Modell\u00e5r"": ""2009"", ""Kilometer"": ""171 121 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""29.06.2009"", ""Garanti"": ""3 mnd"", ""Garanti inntil"": ""3 000 km"", ""Vedlikehold"": ""Servicehistorikk"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""109 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 350 kg"", ""CO2-utslipp"": ""128 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""1"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""XR54007"", ""Chassis nr. (VIN)"": ""JMZBK14Y281740084"", ""Maksimal tilhengervekt"": ""1 300 kg""}"
2651,337719980,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""243 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""48 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""21.10.2011"", ""Farge"": ""Svart"", ""Interi\u00f8rfarge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""105 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 468 kg"", ""CO2-utslipp"": ""116 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""HZ29036"", ""Chassis nr. (VIN)"": ""WVWZZZ3CZCE030314"", ""Maksimal tilhengervekt"": ""1 400 kg"", ""Neste frist for EU-kontroll"": ""30.06.2025""}"
2652,337715965,"{""Modell\u00e5r"": ""2012"", ""Kilometer"": ""255 419 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""45 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""02.12.2011"", ""Farge"": ""Hvit"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""114 Hk"", ""Sylindervolum"": ""1,6 l"", ""Vekt"": ""1 648 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Stasjonsvogn"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AJ74177"", ""Chassis nr. (VIN)"": ""YV1FW84A1C1060162"", ""Maksimal tilhengervekt"": ""1 300 kg"", ""Sist EU-godkjent"": ""11.01.2024"", ""Neste frist for EU-kontroll"": ""11.01.2026""}"
2654,324604335,"{""Modell\u00e5r"": ""2006"", ""Kilometer"": ""233 804 km"", ""Girkasse"": ""Automat"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 777 kr (avgifter)"", ""Pris eks omreg"": ""47 750 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""17.11.2010"", ""Farge"": ""S\u00f8lv"", ""Fargebeskrivelse"": ""Silver metallic"", ""Interi\u00f8rfarge"": ""Sort delskinn"", ""Hjuldrift"": ""Forhjulsdrift"", ""Hjuldriftnavn"": ""2WD"", ""Effekt"": ""205 Hk"", ""Sylindervolum"": ""2,4 l"", ""Vekt"": ""1 520 kg"", ""CO2-utslipp"": ""199 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Sedan"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""5"", ""Str. lasterom"": ""424 l"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""SU95039"", ""Chassis nr. (VIN)"": ""YV1RS694062540623"", ""Maksimal tilhengervekt"": ""1 600 kg"", ""Sist EU-godkjent"": ""11.11.2022"", ""Neste frist for EU-kontroll"": ""03.11.2024""}"
2659,337621980,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""140 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""3 074 kr (avgifter)"", ""Pris eks omreg"": ""42 000 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""01.10.2007"", ""Farge"": ""Bl\u00e5"", ""Fargebeskrivelse"": ""Bl\u00e5"", ""Interi\u00f8rfarge"": ""Gr\u00e5"", ""Hjuldrift"": ""Forhjulsdrift"", ""Effekt"": ""90 Hk"", ""Sylindervolum"": ""1,4 l"", ""Vekt"": ""1 055 kg"", ""CO2-utslipp"": ""119 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""Kombi 5-d\u00f8rs"", ""Antall d\u00f8rer"": ""5"", ""Antall eiere"": ""2"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""CF43930"", ""Chassis nr. (VIN)"": ""VNKKC96370A110230"", ""Maksimal tilhengervekt"": ""1 050 kg"", ""Sist EU-godkjent"": ""17.02.2023"", ""Neste frist for EU-kontroll"": ""11.04.2025""}"
2661,337574757,"{""Modell\u00e5r"": ""2007"", ""Kilometer"": ""225 000 km"", ""Girkasse"": ""Manuell"", ""Drivstoff"": ""Diesel"", ""Omregistrering"": ""1 845 kr (avgifter)"", ""Pris eks omreg"": ""44 150 kr"", ""\u00c5rsavgift"": ""Les mer"", ""1. gang registrert"": ""24.01.2007"", ""Farge"": ""Bl\u00e5"", ""Hjuldrift"": ""Firehjulsdrift"", ""Effekt"": ""140 Hk"", ""Sylindervolum"": ""2,2 l"", ""Vekt"": ""1 550 kg"", ""CO2-utslipp"": ""173 g/km"", ""Antall seter"": ""5"", ""Karosseri"": ""SUV/Offroad"", ""Antall d\u00f8rer"": ""4"", ""Antall eiere"": ""5"", ""Bilen st\u00e5r i"": ""Norge"", ""Salgsform"": ""Bruktbil til salgs"", ""Avgiftsklasse"": ""Personbil"", ""Reg.nr."": ""AJ62889"", ""Chassis nr. (VIN)"": ""SHSRE67507U001048"", ""Maksimal tilhengervekt"": ""2 000 kg"", ""Sist EU-godkjent"": ""15.06.2023"", ""Neste frist for EU-kontroll"": ""13.06.2025""}"
