Id,Finnkode,Modellår,Kilometer,Girkasse,Drivstoff,Årsavgift,Farge,Hjuldrift,Effekt,Sylindervolum,Vekt,CO2utslipp,AntallSeter,Karosseri,AntallDører,AntallEiere,Avgiftsklasse,Maksimaltilhengervekt,SalePrice
550,322702259,2011,164000,Manuell,Diesel,1777,Grå,Forhjulsdrift,92,1.6,1277,110,5,Sedan,4,6,Personbil,1150,31777
551,323974694,2008,244000,Manuell,Bensin,1777,Blå,Forhjulsdrift,87,1.3,1020,141,5,KombiFemDørs,5,4,Personbil,900,33677
552,331547641,2008,208565,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.4,1280,132,5,KombiFemDørs,4,4,Personbil,1000,32999
553,330861146,2007,230750,Manuell,Bensin,1777,Grå,Forhjulsdrift,102,1.6,1320,171,5,KombiFemDørs,4,7,Personbil,1200,31277
554,324967373,2005,168000,Manuell,Diesel,1777,Sølv,Firehjulsdrift,111,2,1685,187,5,SUVOffroad,4,4,Personbil,1600,34777
555,321478238,2006,213500,Manuell,Diesel,0,Blå,Forhjulsdrift,125,1.8,1661,164,7,Flerbruksbil,5,3,Personbil,1450,34000
556,320602923,2007,211349,Manuell,Bensin,0,Svart,Forhjulsdrift,116,1.6,1544,181,4,Cabriolet,2,5,Personbil,1300,34000
557,315183382,2009,220000,Manuell,Diesel,1777,Grå,Forhjulsdrift,109,1.6,1406,132,5,Stasjonsvogn,4,10,Personbil,1300,34777
558,314320823,2010,263684,Automat,Diesel,1777,Sølv,Forhjulsdrift,109,2,1470,146,5,Stasjonsvogn,4,8,Personbil,1500,31777
559,341091513,2006,141613,Manuell,Bensin,1777,Blå,Forhjulsdrift,69,1,995,127,5,KombiTredørs,2,6,Personbil,750,37777
560,341509912,2008,508000,Automat,Diesel,1845,Blå,Bakhjulsdrift,150,2.1,1740,231,9,Flerbruksbil,6,6,Personbil,2000,39845
561,341504335,2008,343000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,126,2.4,1622,172,5,Stasjonsvogn,5,4,Personbil,1800,39900
562,341499175,2007,164367,Manuell,Diesel,1845,Sølv,Firehjulsdrift,140,2,1625,177,5,SUVOffroad,5,9,Personbil,2000,39845
563,341490987,2008,308070,Manuell,Diesel,1845,Svart,Firehjulsdrift,140,2,1605,173,5,Stasjonsvogn,4,13,Personbil,1600,39845
564,341488872,2007,260000,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1410,132,5,Annet,4,6,Personbil,1400,36845
565,341471896,2009,217219,Automat,Diesel,1845,Sølv,Forhjulsdrift,120,1.9,1575,194,7,KombiFemDørs,4,5,Personbil,1400,35845
566,341469020,2008,169405,Manuell,Diesel,1845,Svart,Forhjulsdrift,109,1.6,1334,132,5,Stasjonsvogn,5,3,Personbil,1300,40000
567,341459865,2011,143898,Manuell,Bensin,1845,Grå,Forhjulsdrift,86,1.4,1029,139,5,KombiFemDørs,5,4,Personbil,1000,36845
568,341448774,2011,166500,Manuell,Diesel,0,Svart,Forhjulsdrift,116,1.6,1377,117,5,KombiFemDørs,4,5,Personbil,1300,36000
569,341454071,2005,192790,Manuell,Bensin,1845,Grå,Forhjulsdrift,125,1.8,1280,172,5,Sedan,4,6,Personbil,1300,35845
570,316032938,2010,260000,Manuell,Diesel,1777,Blå,Forhjulsdrift,116,2,1615,152,7,Flerbruksbil,5,2,Personbil,1800,35777
571,341437634,2004,176470,Manuell,Bensin,1845,Grå,Firehjulsdrift,128,2,1355,230,5,SUVOffroad,5,8,Personbil,1850,36845
572,341415163,2007,207000,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1477,153,5,Stasjonsvogn,5,2,Personbil,1500,38845
573,341406491,2004,242000,Automat,Diesel,1845,Svart,Bakhjulsdrift,150,2.1,1735,197,5,Stasjonsvogn,5,7,Personbil,2100,39845
574,336876808,2007,269000,Automat,Diesel,0,Blå,Bakhjulsdrift,150,2.1,1535,192,5,Stasjonsvogn,5,11,Personbil,1500,39845
575,341389446,2009,172000,Manuell,Diesel,1845,Svart,Forhjulsdrift,90,1.6,1277,119,5,KombiFemDørs,5,4,Personbil,1200,38845
576,341389373,2006,255420,Manuell,Diesel,0,Sølv,Firehjulsdrift,136,2.2,1530,206,5,SUVOffroad,4,6,Personbil,2000,38500
577,341380867,2006,247000,Manuell,Diesel,1845,Svart,Forhjulsdrift,140,2,1731,172,7,Flerbruksbil,5,4,Personbil,1700,37845
578,341365384,2008,184944,Manuell,Diesel,3074,Rød,Forhjulsdrift,109,1.6,1165,104,4,Coupe,2,8,Personbil,750,37074
579,341359726,2007,129890,Manuell,Bensin,1845,Sølv,Forhjulsdrift,95,1.5,1225,148,5,KombiFemDørs,4,7,Personbil,1000,36845
580,341359146,2003,203000,Automat,Bensin,1845,Svart,Bakhjulsdrift,272,3.6,1860,259,5,Sedan,4,20,Personbil,2100,36845
581,341353529,2008,218000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,150,1.9,1705,184,5,Stasjonsvogn,5,8,Personbil,1800,35845
582,341357900,2012,116700,Manuell,Bensin,1845,Grå,Forhjulsdrift,69,1.2,1163,119,5,KombiFemDørs,5,1,Personbil,850,39900
583,341346174,2008,245500,Automat,Bensin,1845,Grå,Forhjulsdrift,143,1.8,1425,188,5,Sedan,4,10,Personbil,1300,36845
584,340115835,2005,245574,Manuell,Diesel,1845,Svart,Firehjulsdrift,140,2,1450,165,5,KombiFemDørs,5,8,Personbil,1600,36845
585,341325788,2007,217400,Manuell,Diesel,1845,Svart,Forhjulsdrift,90,1.4,1235,128,5,Stasjonsvogn,5,3,Personbil,1000,39900
586,341307774,2012,231000,Automat,Diesel,4672,Sølv,Forhjulsdrift,68,1.4,1155,87,5,KombiFemDørs,4,9,Personbil,950,39672
587,330095896,2009,278216,Automat,Diesel,1777,Grå,Forhjulsdrift,170,2,1522,163,5,Stasjonsvogn,5,5,Personbil,1800,36777
588,316612584,2010,229120,Automat,Diesel,1777,Grå,Forhjulsdrift,116,1.6,1509,151,5,Stasjonsvogn,5,6,Personbil,1300,36777
589,341291597,2003,340000,Automat,Bensin,1845,Blå,Firehjulsdrift,272,2.9,2117,309,7,SUVOffroad,5,12,Personbil,2250,36845
590,341283906,2007,239800,Manuell,Diesel,1845,Grønn,Firehjulsdrift,136,2.5,1900,228,4,Pickup,2,3,Personbil,2700,36845
591,341280937,2009,293500,Manuell,Diesel,1845,Svart,Forhjulsdrift,143,2,1520,143,5,Stasjonsvogn,5,4,Personbil,1600,39845
592,341270752,2014,245662,Manuell,Diesel,1476,Hvit,Forhjulsdrift,101,2.2,1881,183,3,Kasse,4,7,Varebil,2350,36476
593,341270538,2006,242400,Manuell,Diesel,1845,Grå,Forhjulsdrift,90,1.4,1205,128,5,KombiFemDørs,5,3,Personbil,1000,39900
594,337159638,2007,192300,Manuell,Diesel,1845,Sølv,Forhjulsdrift,116,1.9,1525,154,5,Stasjonsvogn,4,10,Personbil,1500,38845
595,341252022,2009,178000,Manuell,Diesel,1845,Sølv,Firehjulsdrift,140,2,1570,175,5,SUVOffroad,4,10,Personbil,1425,38845
596,341251619,2007,172500,Automat,Bensin,1845,Blå,Forhjulsdrift,102,1.6,1461,204,5,KombiFemDørs,5,2,Personbil,1200,39900
597,317051166,2001,263000,Manuell,Bensin,1777,Sølv,Forhjulsdrift,150,2,1320,213,5,Coupe,3,3,Personbil,1600,37277
598,336166572,2011,260000,Manuell,Diesel,0,Grå,Forhjulsdrift,109,1.6,1729,119,5,Stasjonsvogn,4,4,Personbil,1300,40000
599,336047352,2006,326294,Automat,Diesel,1845,Grå,Bakhjulsdrift,163,2,1520,184,5,Stasjonsvogn,4,7,Personbil,1600,36845
600,341164021,2008,211000,Manuell,Diesel,1845,Svart,Forhjulsdrift,140,2,1576,156,5,Stasjonsvogn,4,5,Personbil,1800,39999
601,341133407,2004,159956,Automat,Bensin,3074,Sølv,Forhjulsdrift,87,1.3,935,150,5,KombiFemDørs,4,5,Personbil,900,38074
602,341061893,2007,154200,Manuell,Diesel,3074,Sølv,Forhjulsdrift,90,1.4,1055,119,5,KombiFemDørs,4,13,Personbil,1050,35074
603,341114797,2012,218000,Automat,Diesel,4305,Svart,Firehjulsdrift,170,2,2089,194,7,SUVOffroad,5,1,Personbil,1056,39305
604,339111615,2010,201605,Manuell,Diesel,1845,Sølv,Forhjulsdrift,105,1.6,1375,114,5,Stasjonsvogn,4,4,Personbil,1400,36845
605,341025055,2009,185200,Manuell,Diesel,1845,Beige,Firehjulsdrift,140,2,1627,158,5,Sedan,5,2,Personbil,2000,39900
606,341011826,2007,126500,Manuell,Bensin,1845,Svart,Forhjulsdrift,80,1.4,1161,157,5,KombiFemDørs,5,2,Personbil,800,39000
607,340899865,2002,365000,Manuell,Diesel,1845,Grå,Firehjulsdrift,131,1.9,1540,167,5,Stasjonsvogn,5,5,Personbil,1800,36845
608,340989837,2015,123900,Manuell,Bensin,3074,Sølv,Forhjulsdrift,80,1.2,845,96,5,KombiFemDørs,4,5,Personbil,200,38074
609,340904591,2007,179675,Manuell,Diesel,1845,Grå,Forhjulsdrift,109,1.6,1416,132,5,Stasjonsvogn,4,6,Personbil,1300,36845
610,340904993,2012,247800,Automat,Diesel,1845,Svart,Forhjulsdrift,116,1.6,1351,151,5,Stasjonsvogn,5,7,Personbil,1300,36845
611,340139281,2007,222187,Manuell,Diesel,1845,Sølv,Firehjulsdrift,105,1.9,1460,159,5,Stasjonsvogn,5,5,Personbil,1600,35845
612,340891280,2006,174032,Manuell,Diesel,1845,Svart,Forhjulsdrift,105,1.9,1720,160,7,Flerbruksbil,5,6,Personbil,1500,38845
613,340610431,2001,362497,Manuell,Diesel,1845,Svart,Forhjulsdrift,140,2.5,1587,172,5,Stasjonsvogn,5,7,Personbil,1800,35845
614,340871289,2010,123250,Manuell,Bensin,1845,Svart,Forhjulsdrift,69,1,985,118,5,KombiFemDørs,5,4,Personbil,750,39000
615,307659125,2011,222000,Manuell,Diesel,1777,Svart,Forhjulsdrift,110,1.7,1428,119,5,Stasjonsvogn,5,4,Personbil,1200,36777
616,149492060,2008,446000,Automat,Diesel,1779,Sølv,Bakhjulsdrift,136,2.1,1565,173,5,Sedan,4,4,Personbil,1900,37779
617,340761745,2002,242800,Manuell,Bensin,1845,Grønn,Forhjulsdrift,110,1.6,1235,176,5,Stasjonsvogn,4,1,Personbil,1300,36845
618,340764476,2009,227000,Manuell,Diesel,1845,Grå,Forhjulsdrift,90,1.4,1275,128,5,Annet,4,8,Personbil,1000,38845
619,340741481,2010,140200,Manuell,Diesel,1845,Blå,Forhjulsdrift,109,1.6,1318,136,5,KombiFemDørs,5,3,Personbil,1300,39900
620,340726879,2011,268000,Manuell,Diesel,1845,Grå,Forhjulsdrift,90,1.6,1429,140,5,Flerbruksbil,4,5,Personbil,1300,38845
621,340675608,2007,169137,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.4,1205,128,5,KombiFemDørs,5,4,Personbil,1000,36845
622,340654233,2006,221000,Manuell,Bensin,1845,Svart,Firehjulsdrift,106,1.6,1445,210,4,SUVOffroad,2,5,Personbil,1600,39845
623,340630611,2004,332000,Manuell,Diesel,1845,Sølv,Firehjulsdrift,109,2,1735,216,7,SUVOffroad,5,3,Personbil,1850,37845
624,340625705,2008,218000,Manuell,Diesel,1845,Rød,Forhjulsdrift,114,1.6,1517,128,5,KombiFemDørs,4,8,Personbil,1400,37845
625,340617847,2001,124200,Automat,Bensin,1845,Rød,Forhjulsdrift,86,1.3,925,160,5,KombiFemDørs,5,6,Personbil,900,35845
626,340603530,2008,232000,Automat,Diesel,1845,Grå,Forhjulsdrift,140,2,1635,178,5,Stasjonsvogn,5,4,Personbil,1600,36845
627,340599380,2006,269594,Manuell,Diesel,1845,Grå,Bakhjulsdrift,163,2,1340,152,5,KombiFemDørs,5,6,Personbil,1200,36845
628,339045260,2011,165752,Manuell,Bensin,0,Hvit,Forhjulsdrift,60,1.2,1150,127,5,KombiFemDørs,5,6,Personbil,500,41277
629,340590923,2009,232000,Manuell,Bensin,1845,Blå,Forhjulsdrift,140,1.8,1428,177,7,Flerbruksbil,4,5,Personbil,1200,39000
630,340582996,2006,88370,Manuell,Bensin,1231,Sølv,Forhjulsdrift,75,1.4,1200,178,2,Flerbruksbil,5,1,Varebil,900,38731
631,340533362,2006,234000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.4,1235,128,5,Stasjonsvogn,4,5,Personbil,1000,39900
632,338503102,2007,186000,Manuell,Diesel,0,Blå,Forhjulsdrift,109,1.6,1341,132,5,Stasjonsvogn,5,5,Personbil,1300,39000
633,340496238,2012,148300,Manuell,Diesel,1476,Hvit,Forhjulsdrift,75,1.8,1432,162,2,Kasse,4,3,Varebil,1200,39476
634,331674956,2012,155000,Manuell,Diesel,1422,Hvit,Forhjulsdrift,90,1.6,1386,151,3,Kasse,4,4,Varebil,825,39422
635,340400644,2009,225000,Manuell,Diesel,1845,Svart,Forhjulsdrift,143,2,1595,143,5,Stasjonsvogn,5,7,Personbil,1600,39000
636,340390774,2012,169492,Automat,Diesel,1476,Svart,Forhjulsdrift,90,1.6,1330,133,2,Kasse,4,7,Varebil,1300,38476
637,340390276,2006,314000,Manuell,Bensin,1845,Sølv,Firehjulsdrift,107,1.6,1265,173,5,SUVOffroad,4,10,Personbil,1200,36845
638,340388052,2011,207000,Manuell,Bensin,3074,Svart,Forhjulsdrift,86,1.2,1154,129,5,KombiFemDørs,5,4,Personbil,1100,39574
639,340276970,2005,220000,Automat,Bensin,1845,Sølv,Bakhjulsdrift,163,1.8,1480,206,5,Stasjonsvogn,5,7,Personbil,1500,36845
640,310172734,2010,173000,Manuell,Bensin,0,Blå,Firehjulsdrift,91,1.3,1060,147,5,KombiFemDørs,5,9,Personbil,1000,39000
641,328691967,2007,226108,Manuell,Diesel,1777,Rød,Forhjulsdrift,106,1.5,1407,145,5,KombiFemDørs,5,5,Personbil,1200,39777
642,340126503,2009,302814,Automat,Diesel,1845,Svart,Forhjulsdrift,140,2,1370,156,5,Stasjonsvogn,5,5,Personbil,1400,36845
643,339991413,2011,194000,Manuell,Diesel,1845,Grå,Forhjulsdrift,92,1.6,1453,119,5,Stasjonsvogn,4,5,Personbil,1300,35845
644,339943416,2010,322000,Manuell,Diesel,1845,Svart,Firehjulsdrift,140,2,1775,183,7,SUVOffroad,4,4,Personbil,2000,36845
645,339956336,2008,208000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,105,1.9,1385,135,5,Sedan,4,5,Personbil,1400,36845
646,339944363,2002,138375,Manuell,Bensin,1845,Blå,Forhjulsdrift,97,1.4,1160,159,5,KombiFemDørs,4,6,Personbil,1000,36845
647,339951000,2012,161800,Automat,Diesel,0,Blå,Forhjulsdrift,111,1.6,1615,120,5,Stasjonsvogn,5,4,Personbil,1300,39900
648,339727130,2006,241328,Manuell,Bensin,1845,Grønn,Firehjulsdrift,117,1.8,1520,248,5,Annet,5,5,Personbil,2000,39845
649,339810895,2008,235000,Manuell,Diesel,1845,Beige,Firehjulsdrift,140,2,1695,183,7,SUVOffroad,5,3,Personbil,2000,36845
650,339745175,2005,233000,Manuell,Bensin,1845,Grønn,Forhjulsdrift,129,1.8,1375,184,7,Flerbruksbil,5,5,Personbil,1300,35845
651,339698788,2007,206800,Automat,Diesel,1845,Blå,Forhjulsdrift,140,2,1607,174,5,Stasjonsvogn,5,1,Personbil,1800,39900
652,321778699,2008,183866,Manuell,Diesel,1777,Svart,Forhjulsdrift,140,2,1560,170,5,Sedan,4,3,Personbil,1500,39999
653,339522875,2006,271252,Automat,Diesel,1845,Sølv,Firehjulsdrift,160,3.2,2110,278,7,SUVOffroad,5,5,Personbil,3300,36845
654,339465199,2004,259000,Automat,Bensin,1845,Svart,Forhjulsdrift,179,2,1661,243,5,Stasjonsvogn,5,5,Personbil,1600,39845
655,339440590,2009,250800,Automat,Diesel,1845,Brun,Forhjulsdrift,140,2,1587,177,5,Sedan,5,4,Personbil,1800,39900
656,339165963,2009,166000,Manuell,Diesel,3074,Svart,Forhjulsdrift,90,1.4,1055,119,5,KombiFemDørs,4,3,Personbil,1050,39074
657,339161750,2004,266000,Automat,Bensin,1845,Grå,Bakhjulsdrift,140,2.4,1656,231,5,Stasjonsvogn,5,7,Personbil,1800,39000
658,339078861,2011,198500,Manuell,Bensin,1845,Rød,Forhjulsdrift,86,1.2,1041,121,5,KombiFemDørs,5,3,Personbil,1000,39900
659,338209105,2008,288888,Automat,Diesel,1845,Grå,Forhjulsdrift,131,2,1597,189,5,Stasjonsvogn,5,5,Personbil,2000,36845
660,338948401,2007,274000,Automat,Diesel,1231,Sølv,Bakhjulsdrift,150,2.1,1960,227,3,Annet,5,6,Varebil,2000,36231
661,331653791,2011,140000,Manuell,Diesel,1422,Hvit,Forhjulsdrift,75,1.8,1393,159,2,Kasse,4,9,Varebil,1200,38422
662,338903826,2009,216000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,105,1.9,1477,137,5,Stasjonsvogn,5,5,Personbil,1200,35845
663,338786764,2010,194952,Manuell,Diesel,3074,Rød,Forhjulsdrift,105,1.6,1165,109,5,KombiFemDørs,5,4,Personbil,1200,40000
664,338766712,2012,171400,Manuell,Diesel,1476,Grå,Forhjulsdrift,90,1.3,1290,126,2,Kasse,4,2,Varebil,1000,36000
665,338687508,2012,128609,Manuell,Bensin,1845,Sølv,Forhjulsdrift,125,1,1332,114,5,KombiFemDørs,5,3,Personbil,1200,36845
666,338622066,2008,239900,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.4,1280,132,5,KombiFemDørs,5,2,Personbil,1000,39900
667,338508492,2010,158000,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.6,1517,119,5,KombiFemDørs,5,3,Personbil,1400,37845
668,338265622,2007,205000,Manuell,Diesel,1845,Blå,Forhjulsdrift,126,2,1465,155,5,Stasjonsvogn,4,5,Personbil,1300,36845
669,330338871,2005,318085,Automat,Diesel,1777,Sølv,Firehjulsdrift,125,2,1763,240,5,SUVOffroad,5,6,Personbil,2000,36777
670,338279218,2006,294000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,140,2.4,1570,214,5,Stasjonsvogn,5,2,Personbil,1800,39900
671,338266368,2007,148000,Manuell,Diesel,3074,Svart,Forhjulsdrift,109,1.6,1185,118,4,Coupe,2,11,Personbil,750,38074
672,310815585,2007,250000,Manuell,Diesel,1777,Svart,Forhjulsdrift,150,1.9,1535,159,5,Stasjonsvogn,5,3,Personbil,1400,36777
673,338066829,2009,163000,Manuell,Diesel,1845,Svart,Forhjulsdrift,109,1.6,1570,134,7,Stasjonsvogn,4,9,Personbil,1400,35845
674,330542264,2013,99600,Manuell,Bensin,3074,Brun,Forhjulsdrift,68,1,845,95,5,KombiFemDørs,5,5,Personbil,700,38074
675,338000321,2008,197242,Manuell,Bensin,3074,Svart,Forhjulsdrift,80,1.4,1161,157,5,KombiFemDørs,5,5,Personbil,800,39074
676,337995862,2012,320500,Manuell,Diesel,1845,Grå,Forhjulsdrift,110,2,1816,119,5,Stasjonsvogn,5,2,Personbil,1600,39900
677,337950931,2007,132000,Manuell,Bensin,1845,Sølv,Forhjulsdrift,69,1,980,127,5,KombiFemDørs,4,8,Personbil,750,39945
678,337867793,2011,292000,Manuell,Diesel,1231,Sølv,Forhjulsdrift,140,2.2,2015,218,3,Kasse,6,13,Varebil,2800,36231
679,337830731,2012,156000,Manuell,Diesel,1476,Sølv,Forhjulsdrift,90,1.8,1393,159,2,Kasse,4,3,Varebil,1200,39476
680,337690055,2008,213286,Manuell,Diesel,0,Svart,Firehjulsdrift,140,2.2,1550,173,5,SUVOffroad,4,7,Personbil,2000,39000
681,337630581,2009,121150,Manuell,Diesel,1231,Sølv,Forhjulsdrift,68,1.5,1410,140,2,Kasse,4,4,Varebil,1010,39900
682,337611867,2010,179568,Manuell,Diesel,1845,Grå,Forhjulsdrift,136,2,1577,157,5,Stasjonsvogn,5,3,Personbil,1600,39845
683,337471062,2005,252000,Manuell,Diesel,1845,Brun,Forhjulsdrift,105,1.9,1422,154,5,Sedan,4,8,Personbil,1500,39845
684,337464386,2011,260000,Manuell,Diesel,1231,Hvit,Forhjulsdrift,90,1.6,1470,151,3,Kasse,5,4,Varebil,825,36231
685,337340103,2005,240000,Manuell,Diesel,1845,Grå,Forhjulsdrift,116,2,1440,158,5,Stasjonsvogn,5,2,Personbil,1300,39845
686,337406436,2007,218300,Manuell,Diesel,1845,Svart,Forhjulsdrift,140,2,1731,172,7,Flerbruksbil,4,4,Personbil,1700,39999
687,337343449,2007,170000,Manuell,Diesel,1231,Grå,Forhjulsdrift,125,1.8,1695,166,2,Flerbruksbil,5,3,Varebil,1400,39731
688,337325709,2008,306274,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,1.9,1450,157,5,Stasjonsvogn,5,4,Personbil,1500,36845
689,336221948,2006,167147,Manuell,Diesel,1100,Blå,Firehjulsdrift,101,1.9,1538,165,7,SUVOffroad,4,12,Personbil,1200,36600
690,336996470,2001,171259,Automat,Bensin,1845,Grønn,Forhjulsdrift,116,1.8,1203,202,5,Stasjonsvogn,5,2,Personbil,1150,36845
691,336915985,2008,256887,Manuell,Diesel,1845,Svart,Firehjulsdrift,152,2.2,1958,194,5,SUVOffroad,4,5,Personbil,2000,39999
692,336907661,2012,167530,Manuell,Diesel,4672,Svart,Forhjulsdrift,69,1.4,1151,104,5,KombiFemDørs,5,6,Personbil,750,39900
693,336833570,1998,165546,Manuell,Bensin,1845,Sølv,Bakhjulsdrift,118,1.9,1285,188,5,Sedan,4,6,Personbil,1475,36845
694,336566263,2005,262000,Manuell,Diesel,0,Hvit,Forhjulsdrift,75,1.4,1055,133,5,Annet,4,5,Personbil,900,39900
695,336551013,2011,230000,Manuell,Diesel,1231,Hvit,Forhjulsdrift,90,1.6,1555,153,3,Kasse,4,6,Varebil,950,37231
696,336190804,2011,136429,Manuell,Diesel,1777,Hvit,Forhjulsdrift,92,1.6,1155,99,5,Annet,4,7,Personbil,500,36777
697,334920954,2011,166350,Manuell,Diesel,0,Grå,Forhjulsdrift,110,1.7,1664,134,7,Annet,4,6,Personbil,1300,39000
698,334745505,2011,220628,Manuell,Diesel,1231,Rød,Forhjulsdrift,90,1.6,1385,143,3,Kasse,5,2,Varebil,950,36231
699,291484899,2008,156000,Automat,Diesel,1777,Grå,Forhjulsdrift,150,2,1632,188,5,Stasjonsvogn,5,3,Personbil,1500,36777
700,334350768,2005,245467,Manuell,Diesel,1845,Grå,Forhjulsdrift,105,1.9,1287,140,5,KombiFemDørs,5,5,Personbil,1400,40000
701,328565380,2007,168000,Manuell,Diesel,1777,Svart,Bakhjulsdrift,143,2,1320,119,5,KombiFemDørs,5,6,Personbil,1200,37777
702,313510714,2001,250166,Automat,Bensin,1777,Blå,Bakhjulsdrift,224,3.2,1695,266,5,Sedan,4,5,Personbil,2100,36777
703,333884428,2011,295000,Manuell,Diesel,1777,Grå,Forhjulsdrift,129,2.2,1657,139,5,Stasjonsvogn,4,11,Personbil,1400,35777
704,333821534,2009,249000,Manuell,Diesel,1777,Grå,Forhjulsdrift,105,1.9,1443,136,5,KombiFemDørs,5,4,Personbil,1500,37000
705,333383444,2013,151000,Manuell,Bensin,3074,Svart,Forhjulsdrift,68,1,845,99,5,KombiFemDørs,4,5,Personbil,700,39974
706,331808156,2010,112550,Manuell,Bensin,1777,Rød,Forhjulsdrift,69,1.2,865,119,4,KombiTredørs,3,4,Personbil,800,39777
707,329853050,2007,154000,Manuell,Bensin,1777,Blå,Forhjulsdrift,101,1.6,1473,169,4,Cabriolet,2,7,Personbil,1100,38900
708,329108139,2006,202300,Automat,Diesel,1777,Svart,Forhjulsdrift,136,2,1613,192,5,Stasjonsvogn,5,3,Personbil,1300,39900
709,327049722,2008,148600,Manuell,Diesel,1845,Grå,Forhjulsdrift,110,1.7,1385,146,5,KombiFemDørs,5,2,Personbil,1400,39900
710,323775464,2002,260000,Manuell,Bensin,1777,Svart,Forhjulsdrift,163,2,1570,230,4,Coupe,2,4,Personbil,1500,36777
711,323438225,2009,230211,Manuell,Diesel,1777,Svart,Forhjulsdrift,109,1.6,1318,118,5,Stasjonsvogn,5,2,Personbil,800,39900
712,323435108,2012,204000,Manuell,Diesel,1845,Rød,Forhjulsdrift,90,1.4,1154,113,5,KombiFemDørs,4,7,Personbil,800,39845
713,322220428,2009,238500,Manuell,Diesel,1777,Svart,Forhjulsdrift,109,1.6,1289,129,4,KombiTredørs,3,2,Personbil,1300,39900
714,319650299,2011,169000,Manuell,Diesel,1845,Grå,Forhjulsdrift,110,1.7,1571,119,5,KombiFemDørs,5,2,Personbil,1400,39900
715,318957730,2008,145500,Manuell,Diesel,1845,Sølv,Forhjulsdrift,90,1.6,1517,128,5,Stasjonsvogn,5,2,Personbil,1400,39900
716,311950691,2009,137900,Manuell,Bensin,1777,Sølv,Forhjulsdrift,114,1.6,1415,152,5,Stasjonsvogn,5,2,Personbil,1200,39900
717,252295229,2010,138000,Manuell,Bensin,2843,Grå,Forhjulsdrift,105,1.4,1165,136,5,KombiTredørs,3,5,Personbil,500,39843
718,341518647,2009,150000,Manuell,Diesel,1845,Grå,Forhjulsdrift,109,1.6,1406,132,5,Stasjonsvogn,5,2,Personbil,1300,41845
719,341494878,2007,161883,Manuell,Diesel,1845,Blå,Firehjulsdrift,106,1.5,1482,145,5,KombiFemDørs,5,6,Personbil,1200,41845
720,341477098,2011,210453,Manuell,Diesel,1845,Grå,Forhjulsdrift,116,1.6,1377,117,5,KombiFemDørs,4,5,Personbil,1300,41845
721,341463940,2005,174000,Manuell,Bensin,1845,Brun,Firehjulsdrift,150,2,1730,223,5,KombiFemDørs,4,11,Personbil,1600,41345
722,341467401,2011,214600,Manuell,Diesel,1845,Blå,Forhjulsdrift,114,1.6,1502,99,5,Stasjonsvogn,5,2,Personbil,1300,44900
723,341459669,2012,105500,Manuell,Bensin,4672,Svart,Forhjulsdrift,84,1.3,960,115,5,KombiFemDørs,5,2,Personbil,900,44672
724,341314303,2004,223500,Manuell,Diesel,1845,Sølv,Forhjulsdrift,75,1.4,1055,133,5,Flerbruksbil,4,8,Personbil,900,40545
725,341422250,2010,335000,Manuell,Diesel,1231,Sølv,Firehjulsdrift,105,1.9,1531,176,2,Stasjonsvogn,5,2,Varebil,1500,41231
726,341385423,2005,262000,Automat,Diesel,1845,Sølv,Bakhjulsdrift,150,2.1,1565,188,5,Sedan,4,18,Personbil,1900,44845
727,341387170,2012,225000,Manuell,Diesel,4305,Hvit,Firehjulsdrift,147,2,1550,158,5,Stasjonsvogn,5,4,Personbil,2000,44305
728,341373695,2011,270000,Manuell,Diesel,1845,Rød,Forhjulsdrift,105,1.6,1315,102,5,KombiFemDørs,4,10,Personbil,1200,41845
729,341358108,2007,227000,Manuell,Diesel,1845,Svart,Forhjulsdrift,116,1.9,1525,154,5,Stasjonsvogn,5,4,Personbil,1500,42990
730,341360709,2012,67025,Manuell,Bensin,1845,Svart,Forhjulsdrift,86,1.2,1061,117,5,Stasjonsvogn,5,2,Personbil,1100,43845
731,341344839,2012,118300,Manuell,Diesel,0,Blå,Forhjulsdrift,90,1.6,1465,134,3,Kasse,4,5,Varebil,960,43000
732,341331687,2010,181900,Manuell,Diesel,1845,Blå,Forhjulsdrift,116,2,1380,118,5,KombiFemDørs,5,4,Personbil,1200,44900
733,338068300,2003,173009,Automat,Bensin,1845,Grå,Firehjulsdrift,140,2,1515,237,5,KombiFemDørs,4,6,Personbil,1300,41845
734,341022349,2010,330000,Automat,Diesel,1231,Hvit,Firehjulsdrift,150,2.1,2018,270,3,Kasse,5,8,Varebil,2000,40231
